Name,Date,upload_tweet
charlidamelio,2021-11-15,+3
charlidamelio,2021-11-14,+12
charlidamelio,2021-11-12,+41
charlidamelio,2021-11-09,+5
charlidamelio,2021-11-07,+3
charlidamelio,2021-11-03,+1
charlidamelio,2021-11-02,+3
charlidamelio,2021-11-01,+8
charlidamelio,2021-10-29,+19
charlidamelio,2021-10-20,+6
charlidamelio,2021-10-13,
charlidamelio,2021-10-11,+3
charlidamelio,2021-10-04,+1
charlidamelio,2021-10-02,+1
charlidamelio,2021-10-01,+2
charlidamelio,2021-09-29,+7
charlidamelio,2021-09-28,-1
charlidamelio,2021-09-23,-1
charlidamelio,2021-09-22,+15
charlidamelio,2021-09-20,+10
charlidamelio,2021-09-19,
charlidamelio,2021-09-18,+3
charlidamelio,2021-09-14,
charlidamelio,2021-09-12,
charlidamelio,2021-09-10,+3
charlidamelio,2021-09-09,
charlidamelio,2021-09-07,
charlidamelio,2021-09-06,+9
charlidamelio,2021-09-01,+32
charlidamelio,2021-08-31,
charlidamelio,2021-08-30,+2
charlidamelio,2021-08-28,+8
charlidamelio,2021-08-24,+2
charlidamelio,2021-08-21,-1
charlidamelio,2021-08-19,+1
charlidamelio,2021-08-18,
charlidamelio,2021-08-17,+7
charlidamelio,2021-08-16,+6
charlidamelio,2021-08-13,+5
charlidamelio,2021-08-10,
charlidamelio,2021-08-09,-2
charlidamelio,2021-08-08,+12
charlidamelio,2021-08-05,
charlidamelio,2021-08-04,-1
charlidamelio,2021-08-02,
charlidamelio,2021-08-01,-1
charlidamelio,2021-07-31,+5
charlidamelio,2021-07-29,
charlidamelio,2021-07-27,
charlidamelio,2021-07-25,
charlidamelio,2021-07-23,+1
charlidamelio,2021-07-19,+43
charlidamelio,2021-07-14,+3
charlidamelio,2021-07-12,
charlidamelio,2021-07-11,
charlidamelio,2021-07-07,
charlidamelio,2021-07-06,
charlidamelio,2021-07-04,+1
charlidamelio,2021-07-02,+10
charlidamelio,2021-06-30,+2
charlidamelio,2021-06-28,+5
charlidamelio,2021-06-27,
charlidamelio,2021-06-26,+7
charlidamelio,2021-06-24,+2
charlidamelio,2021-06-21,
charlidamelio,2021-06-20,
charlidamelio,2021-06-18,+2
charlidamelio,2021-06-15,+1
charlidamelio,2021-06-13,
charlidamelio,2021-06-11,+5
charlidamelio,2021-06-09,
charlidamelio,2021-06-07,
charlidamelio,2021-06-06,
charlidamelio,2021-06-05,
charlidamelio,2021-06-03,
charlidamelio,2021-06-01,-1
charlidamelio,2021-05-29,
charlidamelio,2021-05-28,+5
charlidamelio,2021-05-25,+8
charlidamelio,2021-05-23,
charlidamelio,2021-05-21,+1
charlidamelio,2021-05-20,+2
charlidamelio,2021-05-17,
charlidamelio,2021-05-16,+1
charlidamelio,2021-05-14,+4
charlidamelio,2021-05-13,
charlidamelio,2021-05-11,
charlidamelio,2021-05-10,+4
charlidamelio,2021-05-08,+7
charlidamelio,2021-05-06,+3
charlidamelio,2021-05-04,
charlidamelio,2021-05-03,+1
charlidamelio,2021-05-02,+1
charlidamelio,2021-05-01,+3
charlidamelio,2021-04-29,
charlidamelio,2021-04-27,+5
charlidamelio,2021-04-26,-8
charlidamelio,2021-04-24,
charlidamelio,2021-04-23,+15
charlidamelio,2021-04-22,
charlidamelio,2021-04-21,+7
charlidamelio,2021-04-20,
charlidamelio,2021-04-18,
charlidamelio,2021-04-17,
charlidamelio,2021-04-15,-1
charlidamelio,2021-04-14,+10
charlidamelio,2021-04-13,
charlidamelio,2021-04-11,
charlidamelio,2021-04-10,+7
charlidamelio,2021-03-22,-25
charlidamelio,2021-03-20,
charlidamelio,2021-03-19,
charlidamelio,2021-03-17,+8
charlidamelio,2021-03-14,+2
charlidamelio,2021-03-13,+7
charlidamelio,2021-03-10,
charlidamelio,2021-03-08,+1
charlidamelio,2021-03-07,+8
charlidamelio,2021-03-05,
charlidamelio,2021-03-04,+2
charlidamelio,2021-03-03,+9
charlidamelio,2021-03-01,+14
charlidamelio,2021-02-22,
charlidamelio,2021-02-21,+10
charlidamelio,2021-02-19,+15
charlidamelio,2021-02-15,+2
charlidamelio,2021-02-14,+13
charlidamelio,2021-02-12,
charlidamelio,2021-02-11,
charlidamelio,2021-02-10,+6
charlidamelio,2021-02-05,
charlidamelio,2021-02-04,+1
charlidamelio,2021-02-02,
charlidamelio,2021-02-01,+4
charlidamelio,2021-01-30,
charlidamelio,2021-01-29,+2
charlidamelio,2021-01-27,+8
charlidamelio,2021-01-25,
charlidamelio,2021-01-23,+6
charlidamelio,2021-01-20,
charlidamelio,2021-01-18,+6
charlidamelio,2021-01-17,
charlidamelio,2021-01-16,-13
charlidamelio,2021-01-15,+1
charlidamelio,2021-01-13,+3
charlidamelio,2021-01-11,
charlidamelio,2021-01-09,-1
charlidamelio,2021-01-08,
charlidamelio,2021-01-07,+3
charlidamelio,2021-01-06,+1
charlidamelio,2021-01-03,
charlidamelio,2021-01-01,+9
charlidamelio,2020-12-30,+1
charlidamelio,2020-12-29,
charlidamelio,2020-12-28,+1
charlidamelio,2020-12-27,+10
charlidamelio,2020-12-25,+4
charlidamelio,2020-12-24,+4
charlidamelio,2020-12-22,+1
charlidamelio,2020-12-21,+6
charlidamelio,2020-12-19,+1
charlidamelio,2020-12-18,+2
charlidamelio,2020-12-16,+1
charlidamelio,2020-12-15,+4
charlidamelio,2020-12-14,+4
charlidamelio,2020-12-12,+2
charlidamelio,2020-12-11,+2
charlidamelio,2020-12-09,-12
charlidamelio,2020-12-06,+5
charlidamelio,2020-12-03,+4
charlidamelio,2020-12-02,+2
charlidamelio,2020-12-01,+7
charlidamelio,2020-11-29,
charlidamelio,2020-11-28,+1
charlidamelio,2020-11-26,+5
charlidamelio,2020-11-24,+7
charlidamelio,2020-11-23,+14
charlidamelio,2020-11-21,+3
charlidamelio,2020-11-20,+6
charlidamelio,2020-11-19,+3
charlidamelio,2020-11-18,+7
charlidamelio,2020-11-16,
charlidamelio,2020-11-15,+2
charlidamelio,2020-11-14,
charlidamelio,2020-11-13,
charlidamelio,2020-11-11,+1
charlidamelio,2020-11-10,
charlidamelio,2020-11-08,+3
charlidamelio,2020-11-07,
charlidamelio,2020-11-05,+1
charlidamelio,2020-11-04,+19
charlidamelio,2020-10-29,+7
charlidamelio,2020-10-28,+4
charlidamelio,2020-10-26,
charlidamelio,2020-10-25,+1
charlidamelio,2020-10-24,+12
charlidamelio,2020-10-23,+4
charlidamelio,2020-10-21,+6
charlidamelio,2020-10-20,+3
charlidamelio,2020-10-19,+1
charlidamelio,2020-10-18,+4
charlidamelio,2020-10-17,
charlidamelio,2020-10-16,+10
charlidamelio,2020-10-14,+1
charlidamelio,2020-10-13,+4
charlidamelio,2020-10-11,+8
charlidamelio,2020-10-09,+17
charlidamelio,2020-10-05,+2
charlidamelio,2020-10-04,+5
charlidamelio,2020-10-02,+32
charlidamelio,2020-09-28,+1
charlidamelio,2020-09-26,+8
charlidamelio,2020-09-23,+2
charlidamelio,2020-09-21,+4
charlidamelio,2020-09-18,+3
charlidamelio,2020-09-16,+20
charlidamelio,2020-09-11,+10
charlidamelio,2020-09-08,+13
charlidamelio,2020-09-04,+97
charlidamelio,2020-08-16,+133
charlidamelio,2020-08-04,+240
charlidamelio,2020-07-11,+55
charlidamelio,2020-06-25,+9
charlidamelio,2020-06-22,+78
charlidamelio,2020-06-13,+35
charlidamelio,2020-06-10,+13
charlidamelio,2020-06-01,+41
charlidamelio,2020-05-25,+11
charlidamelio,2020-05-21,+8
charlidamelio,2020-05-19,
charlidamelio,Total Summary,
annieleblanc,2021-07-16,
annieleblanc,2021-07-07,
annieleblanc,2021-05-01,
annieleblanc,2021-04-12,
annieleblanc,2021-04-09,
annieleblanc,2021-03-12,
annieleblanc,2021-03-10,
annieleblanc,2021-03-06,
annieleblanc,2021-01-31,-1
annieleblanc,2021-01-29,
annieleblanc,2021-01-08,
annieleblanc,2020-12-28,
annieleblanc,2020-12-20,+2
annieleblanc,2020-11-16,
annieleblanc,2020-11-13,+3
annieleblanc,2020-10-30,+2
annieleblanc,2020-10-23,+5
annieleblanc,2020-10-09,
annieleblanc,2020-10-06,
annieleblanc,2020-10-03,
annieleblanc,2020-09-30,
annieleblanc,2020-09-23,+1
annieleblanc,2020-08-27,
annieleblanc,2020-07-30,
annieleblanc,2020-07-24,
annieleblanc,2020-07-19,
annieleblanc,2020-06-30,+1
annieleblanc,2020-06-26,+2
annieleblanc,2020-06-13,+1
annieleblanc,2020-06-09,
annieleblanc,2020-05-31,+1
annieleblanc,2020-05-30,+1
annieleblanc,2020-05-28,
annieleblanc,2020-05-24,
annieleblanc,Total Summary,
whoisaddison,2021-11-12,+13
whoisaddison,2021-11-05,+1
whoisaddison,2021-11-04,+8
whoisaddison,2021-11-01,
whoisaddison,2021-10-30,+16
whoisaddison,2021-10-15,+2
whoisaddison,2021-10-14,+3
whoisaddison,2021-10-11,+6
whoisaddison,2021-10-09,+24
whoisaddison,2021-10-04,+3
whoisaddison,2021-09-29,+1
whoisaddison,2021-09-28,-2
whoisaddison,2021-09-26,+2
whoisaddison,2021-09-25,+4
whoisaddison,2021-09-23,+1
whoisaddison,2021-09-22,+2
whoisaddison,2021-09-19,+2
whoisaddison,2021-09-18,+1
whoisaddison,2021-09-16,
whoisaddison,2021-09-11,
whoisaddison,2021-09-10,+3
whoisaddison,2021-09-09,+6
whoisaddison,2021-09-05,
whoisaddison,2021-09-03,
whoisaddison,2021-09-02,+4
whoisaddison,2021-08-28,+17
whoisaddison,2021-08-26,+4
whoisaddison,2021-08-24,+3
whoisaddison,2021-08-21,+11
whoisaddison,2021-08-18,+2
whoisaddison,2021-08-17,+5
whoisaddison,2021-08-16,+2
whoisaddison,2021-08-13,+13
whoisaddison,2021-08-08,+2
whoisaddison,2021-08-05,+26
whoisaddison,2021-07-29,
whoisaddison,2021-07-24,-1
whoisaddison,2021-07-22,-1
whoisaddison,2021-07-20,
whoisaddison,2021-07-17,
whoisaddison,2021-07-15,-2
whoisaddison,2021-07-12,+19
whoisaddison,2021-07-04,
whoisaddison,2021-07-03,+22
whoisaddison,2021-06-27,+9
whoisaddison,2021-06-24,+4
whoisaddison,2021-06-23,+9
whoisaddison,2021-06-21,
whoisaddison,2021-06-19,+4
whoisaddison,2021-06-18,+4
whoisaddison,2021-06-16,+17
whoisaddison,2021-06-14,+8
whoisaddison,2021-06-10,+12
whoisaddison,2021-06-08,+3
whoisaddison,2021-06-07,+2
whoisaddison,2021-06-05,+3
whoisaddison,2021-06-04,+1
whoisaddison,2021-06-02,+5
whoisaddison,2021-05-31,
whoisaddison,2021-05-30,+11
whoisaddison,2021-05-28,+5
whoisaddison,2021-05-26,
whoisaddison,2021-05-25,+5
whoisaddison,2021-05-23,+22
whoisaddison,2021-05-21,+7
whoisaddison,2021-05-18,+7
whoisaddison,2021-05-16,
whoisaddison,2021-05-15,+12
whoisaddison,2021-05-13,+4
whoisaddison,2021-05-12,+17
whoisaddison,2021-05-09,+4
whoisaddison,2021-05-08,+14
whoisaddison,2021-05-05,+10
whoisaddison,2021-05-04,+7
whoisaddison,2021-05-02,+1
whoisaddison,2021-05-01,+3
whoisaddison,2021-04-30,+7
whoisaddison,2021-04-29,+7
whoisaddison,2021-04-27,+2
whoisaddison,2021-04-25,
whoisaddison,2021-04-24,+7
whoisaddison,2021-04-22,+4
whoisaddison,2021-04-21,+5
whoisaddison,2021-04-20,+2
whoisaddison,2021-04-18,+2
whoisaddison,2021-04-17,+5
whoisaddison,2021-04-15,+2
whoisaddison,2021-04-14,-3
whoisaddison,2021-04-12,
whoisaddison,2021-04-11,+2
whoisaddison,2021-04-08,+121
whoisaddison,2021-03-22,+17
whoisaddison,2021-03-20,+53
whoisaddison,2021-03-15,+9
whoisaddison,2021-03-14,+9
whoisaddison,2021-03-12,+11
whoisaddison,2021-03-11,+55
whoisaddison,2021-03-06,+29
whoisaddison,2021-03-02,+10
whoisaddison,2021-02-28,+14
whoisaddison,2021-02-26,+38
whoisaddison,2021-02-18,+9
whoisaddison,2021-02-17,+7
whoisaddison,2021-02-16,+7
whoisaddison,2021-02-15,+28
whoisaddison,2021-02-14,
whoisaddison,2021-02-12,+5
whoisaddison,2021-02-11,+6
whoisaddison,2021-02-09,+9
whoisaddison,2021-02-07,+11
whoisaddison,2021-02-04,+30
whoisaddison,2021-01-28,+9
whoisaddison,2021-01-26,+4
whoisaddison,2021-01-24,+2
whoisaddison,2021-01-23,+19
whoisaddison,2021-01-18,+2
whoisaddison,2021-01-17,+28
whoisaddison,2021-01-12,+32
whoisaddison,2021-01-06,
whoisaddison,Total Summary,
ArianaGrande,2021-11-17,+7
ArianaGrande,2021-11-16,+1
ArianaGrande,2021-11-14,+4
ArianaGrande,2021-11-11,+2
ArianaGrande,2021-11-08,+3
ArianaGrande,2021-11-05,+3
ArianaGrande,2021-11-03,+1
ArianaGrande,2021-11-02,+4
ArianaGrande,2021-10-31,
ArianaGrande,2021-10-29,+1
ArianaGrande,2021-10-28,-1
ArianaGrande,2021-10-27,+2
ArianaGrande,2021-10-25,+2
ArianaGrande,2021-10-24,
ArianaGrande,2021-10-22,+2
ArianaGrande,2021-10-21,+7
ArianaGrande,2021-10-19,+2
ArianaGrande,2021-10-17,
ArianaGrande,2021-10-15,
ArianaGrande,2021-10-13,+6
ArianaGrande,2021-10-10,+3
ArianaGrande,2021-10-07,
ArianaGrande,2021-10-06,+4
ArianaGrande,2021-10-04,
ArianaGrande,2021-10-03,
ArianaGrande,2021-10-01,+1
ArianaGrande,2021-09-30,+2
ArianaGrande,2021-09-29,+5
ArianaGrande,2021-09-27,
ArianaGrande,2021-09-26,
ArianaGrande,2021-09-25,+1
ArianaGrande,2021-09-24,+1
ArianaGrande,2021-09-23,+3
ArianaGrande,2021-09-22,+9
ArianaGrande,2021-09-20,+1
ArianaGrande,2021-09-18,+1
ArianaGrande,2021-09-17,
ArianaGrande,2021-09-15,
ArianaGrande,2021-09-14,+1
ArianaGrande,2021-09-12,
ArianaGrande,2021-09-11,+6
ArianaGrande,2021-09-10,+1
ArianaGrande,2021-09-09,+1
ArianaGrande,2021-09-07,+1
ArianaGrande,2021-09-06,
ArianaGrande,2021-09-05,
ArianaGrande,2021-09-04,-1
ArianaGrande,2021-09-02,
ArianaGrande,2021-09-01,
ArianaGrande,2021-08-31,
ArianaGrande,2021-08-30,
ArianaGrande,2021-08-28,
ArianaGrande,2021-08-26,
ArianaGrande,2021-08-25,-1
ArianaGrande,2021-08-24,+1
ArianaGrande,2021-08-23,
ArianaGrande,2021-08-21,+1
ArianaGrande,2021-08-20,
ArianaGrande,2021-08-18,+6
ArianaGrande,2021-08-15,+2
ArianaGrande,2021-08-14,
ArianaGrande,2021-08-13,
ArianaGrande,2021-08-10,-1
ArianaGrande,2021-08-09,
ArianaGrande,2021-08-07,+5
ArianaGrande,2021-08-06,+2
ArianaGrande,2021-08-05,
ArianaGrande,2021-08-04,+1
ArianaGrande,2021-08-02,+3
ArianaGrande,2021-08-01,
ArianaGrande,2021-07-30,+4
ArianaGrande,2021-07-29,
ArianaGrande,2021-07-24,
ArianaGrande,2021-07-23,+10
ArianaGrande,2021-07-18,+1
ArianaGrande,2021-07-17,+4
ArianaGrande,2021-07-15,+4
ArianaGrande,2021-07-14,+1
ArianaGrande,2021-07-13,
ArianaGrande,2021-07-10,-1
ArianaGrande,2021-07-09,+5
ArianaGrande,2021-07-07,+3
ArianaGrande,2021-07-01,+3
ArianaGrande,2021-06-28,
ArianaGrande,2021-06-27,
ArianaGrande,2021-06-25,-1
ArianaGrande,2021-06-22,+2
ArianaGrande,2021-06-20,+1
ArianaGrande,2021-06-18,+1
ArianaGrande,2021-06-17,+3
ArianaGrande,2021-06-13,
ArianaGrande,2021-06-12,
ArianaGrande,2021-06-11,+1
ArianaGrande,2021-06-06,
ArianaGrande,2021-06-05,
ArianaGrande,2021-06-03,
ArianaGrande,2021-05-31,
ArianaGrande,2021-05-29,+2
ArianaGrande,2021-05-27,+1
ArianaGrande,2021-05-25,
ArianaGrande,2021-05-23,+3
ArianaGrande,2021-05-18,
ArianaGrande,2021-05-15,
ArianaGrande,2021-05-13,+3
ArianaGrande,2021-05-11,+1
ArianaGrande,2021-05-09,
ArianaGrande,2021-05-07,
ArianaGrande,2021-05-04,+1
ArianaGrande,2021-05-02,
ArianaGrande,2021-05-01,+5
ArianaGrande,2021-04-28,
ArianaGrande,2021-04-23,+7
ArianaGrande,2021-04-22,+2
ArianaGrande,2021-04-21,+2
ArianaGrande,2021-04-20,+2
ArianaGrande,2021-04-15,
ArianaGrande,2021-04-13,-1
ArianaGrande,2021-04-12,
ArianaGrande,2021-04-09,+2
ArianaGrande,2021-04-06,+2
ArianaGrande,2021-03-17,+3
ArianaGrande,2021-03-14,-1
ArianaGrande,2021-03-12,
ArianaGrande,2021-03-10,+1
ArianaGrande,2021-03-04,
ArianaGrande,2021-03-02,-4
ArianaGrande,2021-02-21,+6
ArianaGrande,2021-02-19,+10
ArianaGrande,2021-02-17,+9
ArianaGrande,2021-02-12,+15
ArianaGrande,2021-02-07,+1
ArianaGrande,2021-02-04,+1
ArianaGrande,2021-02-02,+3
ArianaGrande,2021-01-28,+1
ArianaGrande,2021-01-24,+8
ArianaGrande,2021-01-14,+1
ArianaGrande,2021-01-13,
ArianaGrande,2021-01-11,+4
ArianaGrande,2021-01-03,
ArianaGrande,2021-01-02,+1
ArianaGrande,2020-12-29,
ArianaGrande,2020-12-26,+1
ArianaGrande,2020-12-24,+7
ArianaGrande,2020-12-21,+1
ArianaGrande,2020-12-20,+9
ArianaGrande,2020-12-16,+9
ArianaGrande,2020-12-05,+13
ArianaGrande,2020-11-29,+2
ArianaGrande,2020-11-27,+1
ArianaGrande,2020-11-22,
ArianaGrande,2020-11-21,
ArianaGrande,2020-11-19,+29
ArianaGrande,2020-11-08,+8
ArianaGrande,2020-11-05,+2
ArianaGrande,2020-11-03,+44
ArianaGrande,2020-10-30,+13
ArianaGrande,2020-10-27,+5
ArianaGrande,2020-10-26,+33
ArianaGrande,2020-10-22,
ArianaGrande,2020-10-19,
ArianaGrande,2020-10-18,+2
ArianaGrande,2020-10-16,
ArianaGrande,2020-10-15,+1
ArianaGrande,2020-10-14,
ArianaGrande,2020-10-12,-1
ArianaGrande,2020-10-08,+2
ArianaGrande,2020-10-06,+2
ArianaGrande,2020-10-04,
ArianaGrande,2020-10-01,
ArianaGrande,2020-09-30,
ArianaGrande,2020-09-26,
ArianaGrande,2020-09-23,
ArianaGrande,2020-09-22,
ArianaGrande,2020-09-19,-1
ArianaGrande,2020-09-17,-1
ArianaGrande,2020-09-15,+6
ArianaGrande,2020-09-12,
ArianaGrande,2020-09-11,
ArianaGrande,2020-09-09,
ArianaGrande,2020-09-07,
ArianaGrande,2020-09-05,+24
ArianaGrande,2020-08-27,
ArianaGrande,2020-08-25,
ArianaGrande,2020-08-22,
ArianaGrande,2020-08-21,-2
ArianaGrande,2020-08-19,+15
ArianaGrande,2020-08-17,
ArianaGrande,2020-08-16,+5
ArianaGrande,2020-08-14,+17
ArianaGrande,2020-08-07,+5
ArianaGrande,2020-07-30,
ArianaGrande,2020-07-29,+23
ArianaGrande,2020-07-28,+1
ArianaGrande,2020-07-26,
ArianaGrande,2020-07-24,+1
ArianaGrande,2020-07-16,
ArianaGrande,2020-07-14,
ArianaGrande,2020-07-11,-4
ArianaGrande,2020-07-09,+2
ArianaGrande,2020-07-05,
ArianaGrande,2020-07-01,-1
ArianaGrande,2020-06-29,+1
ArianaGrande,2020-06-28,+2
ArianaGrande,2020-06-25,+1
ArianaGrande,2020-06-23,+5
ArianaGrande,2020-06-18,
ArianaGrande,2020-06-17,+2
ArianaGrande,2020-06-06,+10
ArianaGrande,2020-06-05,
ArianaGrande,2020-06-04,+28
ArianaGrande,2020-05-28,+23
ArianaGrande,2020-05-25,+36
ArianaGrande,2020-05-19,+12
ArianaGrande,2020-05-18,+4
ArianaGrande,2020-05-15,+32
ArianaGrande,2020-05-13,+20
ArianaGrande,2020-05-10,+12
ArianaGrande,2020-05-09,+10
ArianaGrande,2020-05-08,+45
ArianaGrande,2020-05-07,
ArianaGrande,2020-05-06,+2
ArianaGrande,2020-05-05,+1
ArianaGrande,2020-05-04,+5
ArianaGrande,2020-05-03,
ArianaGrande,2020-05-02,+9
ArianaGrande,2020-05-01,
ArianaGrande,2020-04-30,+6
ArianaGrande,2020-04-29,+15
ArianaGrande,2020-04-28,+2
ArianaGrande,2020-04-26,+13
ArianaGrande,2020-04-25,+3
ArianaGrande,2020-04-24,+3
ArianaGrande,2020-04-23,+11
ArianaGrande,2020-04-22,+4
ArianaGrande,2020-04-21,+3
ArianaGrande,2020-04-20,+1
ArianaGrande,2020-04-19,+1
ArianaGrande,2020-04-18,+4
ArianaGrande,2020-04-17,+4
ArianaGrande,2020-04-16,+6
ArianaGrande,2020-04-15,
ArianaGrande,2020-04-14,+1
ArianaGrande,2020-04-13,
ArianaGrande,2020-04-12,
ArianaGrande,2020-04-11,-3
ArianaGrande,2020-04-10,+12
ArianaGrande,2020-04-09,+3
ArianaGrande,2020-04-08,+1
ArianaGrande,2020-04-07,+11
ArianaGrande,2020-04-06,+13
ArianaGrande,2020-04-05,+4
ArianaGrande,2020-04-04,
ArianaGrande,2020-04-02,
ArianaGrande,2020-04-01,+3
ArianaGrande,2020-03-31,
ArianaGrande,2020-03-30,
ArianaGrande,Total Summary,
justinbieber,2021-11-11,+4
justinbieber,2021-11-09,+4
justinbieber,2021-11-08,+3
justinbieber,2021-11-03,+1
justinbieber,2021-11-02,
justinbieber,2021-10-31,-1
justinbieber,2021-10-29,+1
justinbieber,2021-10-27,-3
justinbieber,2021-10-17,-2
justinbieber,2021-10-13,+1
justinbieber,2021-10-11,+4
justinbieber,2021-10-08,+3
justinbieber,2021-10-06,
justinbieber,2021-10-05,
justinbieber,2021-10-03,
justinbieber,2021-10-02,+1
justinbieber,2021-09-30,
justinbieber,2021-09-29,
justinbieber,2021-09-26,
justinbieber,2021-09-25,+1
justinbieber,2021-09-23,
justinbieber,2021-09-22,
justinbieber,2021-09-21,
justinbieber,2021-09-17,-2
justinbieber,2021-09-16,+4
justinbieber,2021-09-11,+1
justinbieber,2021-09-10,+1
justinbieber,2021-09-07,-1
justinbieber,2021-09-06,
justinbieber,2021-09-05,
justinbieber,2021-09-03,
justinbieber,2021-08-26,-1
justinbieber,2021-08-24,-1
justinbieber,2021-08-22,+4
justinbieber,2021-08-17,
justinbieber,2021-08-15,+4
justinbieber,2021-08-12,
justinbieber,2021-08-11,+2
justinbieber,2021-08-10,+2
justinbieber,2021-08-07,+1
justinbieber,2021-08-04,
justinbieber,2021-08-03,-2
justinbieber,2021-07-31,-12
justinbieber,2021-07-29,
justinbieber,2021-07-23,
justinbieber,2021-07-21,-1
justinbieber,2021-07-19,
justinbieber,2021-07-18,
justinbieber,2021-07-15,
justinbieber,2021-07-14,
justinbieber,2021-07-13,-3
justinbieber,2021-07-02,
justinbieber,2021-06-28,+3
justinbieber,2021-06-27,-2
justinbieber,2021-06-19,
justinbieber,2021-06-18,-1
justinbieber,2021-06-17,+1
justinbieber,2021-06-14,-1
justinbieber,2021-06-13,-1
justinbieber,2021-06-10,+1
justinbieber,2021-06-08,+7
justinbieber,2021-06-04,
justinbieber,2021-06-03,-1
justinbieber,2021-06-02,-2
justinbieber,2021-05-27,
justinbieber,2021-05-25,+1
justinbieber,2021-05-24,
justinbieber,2021-05-21,-2
justinbieber,2021-05-20,-7
justinbieber,2021-05-19,
justinbieber,2021-05-18,-1
justinbieber,2021-05-15,+1
justinbieber,2021-05-13,-1
justinbieber,2021-05-11,
justinbieber,2021-05-09,
justinbieber,2021-05-08,+1
justinbieber,2021-05-07,-1
justinbieber,2021-05-05,
justinbieber,2021-05-04,+1
justinbieber,2021-05-03,-1
justinbieber,2021-05-01,-1
justinbieber,2021-04-28,+1
justinbieber,2021-04-23,+2
justinbieber,2021-04-21,-4
justinbieber,2021-04-16,
justinbieber,2021-04-14,+9
justinbieber,2021-04-08,+6
justinbieber,2021-04-06,+65
justinbieber,2021-03-18,+15
justinbieber,2021-03-15,+8
justinbieber,2021-03-11,+20
justinbieber,2021-02-27,+8
justinbieber,2021-02-22,
justinbieber,2021-02-20,-1
justinbieber,2021-02-18,+10
justinbieber,2021-02-11,+1
justinbieber,2021-02-09,-2
justinbieber,2021-02-07,
justinbieber,2021-02-06,-1
justinbieber,2021-02-03,-2
justinbieber,2021-01-28,
justinbieber,2021-01-24,-3
justinbieber,2021-01-18,
justinbieber,2021-01-16,
justinbieber,2021-01-14,+13
justinbieber,2021-01-02,+15
justinbieber,2020-12-26,+1
justinbieber,2020-12-25,+1
justinbieber,2020-12-23,+1
justinbieber,2020-12-21,+1
justinbieber,2020-12-20,+5
justinbieber,2020-12-16,+2
justinbieber,2020-12-08,+2
justinbieber,2020-12-04,+1
justinbieber,2020-12-02,+1
justinbieber,2020-12-01,+1
justinbieber,2020-11-28,+4
justinbieber,2020-11-25,+1
justinbieber,2020-11-24,+5
justinbieber,2020-11-23,+8
justinbieber,2020-11-21,+19
justinbieber,2020-11-17,+1
justinbieber,2020-11-13,+4
justinbieber,2020-11-05,+2
justinbieber,2020-11-03,
justinbieber,2020-11-02,-2
justinbieber,2020-10-31,+1
justinbieber,2020-10-29,+6
justinbieber,2020-10-19,+4
justinbieber,2020-10-18,+13
justinbieber,2020-10-16,+13
justinbieber,2020-10-14,+4
justinbieber,2020-10-12,
justinbieber,2020-10-11,+4
justinbieber,2020-10-09,-1
justinbieber,2020-10-03,+6
justinbieber,2020-10-01,-1
justinbieber,2020-09-29,+3
justinbieber,2020-09-26,+6
justinbieber,2020-09-22,+47
justinbieber,2020-09-17,+6
justinbieber,2020-09-15,+3
justinbieber,2020-09-14,+5
justinbieber,2020-09-11,
justinbieber,2020-09-10,-2
justinbieber,2020-09-08,
justinbieber,2020-09-07,-1
justinbieber,2020-09-03,-6
justinbieber,2020-08-29,
justinbieber,2020-08-26,-2
justinbieber,2020-08-25,-2
justinbieber,2020-08-21,-7
justinbieber,2020-08-17,-1
justinbieber,2020-08-14,-1
justinbieber,2020-08-11,-1
justinbieber,2020-08-09,+1
justinbieber,2020-08-08,
justinbieber,2020-08-06,-1
justinbieber,2020-08-05,
justinbieber,2020-08-02,-2
justinbieber,2020-07-26,-1
justinbieber,2020-07-23,-3
justinbieber,2020-07-19,-4
justinbieber,2020-07-14,-5
justinbieber,2020-07-11,-3
justinbieber,2020-07-06,-2
justinbieber,2020-07-02,-2
justinbieber,2020-06-30,
justinbieber,2020-06-28,
justinbieber,2020-06-25,+1
justinbieber,2020-06-23,+16
justinbieber,2020-06-19,+1
justinbieber,2020-06-17,+5
justinbieber,2020-06-16,+3
justinbieber,2020-06-13,-1
justinbieber,2020-06-12,+10
justinbieber,2020-06-10,-1
justinbieber,2020-06-09,-1
justinbieber,2020-06-07,
justinbieber,2020-06-06,
justinbieber,Total Summary,
jacobsartorius,2021-11-06,+59
jacobsartorius,2021-09-17,+13
jacobsartorius,2021-09-11,+36
jacobsartorius,2021-08-15,+39
jacobsartorius,2021-07-20,+43
jacobsartorius,2021-07-07,+16
jacobsartorius,2021-06-28,-1
jacobsartorius,2021-06-26,+2
jacobsartorius,2021-06-25,+110
jacobsartorius,2021-05-19,+24
jacobsartorius,2021-04-25,-3
jacobsartorius,2021-04-17,+2
jacobsartorius,2021-04-15,+3
jacobsartorius,2021-04-10,+36
jacobsartorius,2021-03-21,
jacobsartorius,2021-03-19,+1
jacobsartorius,2021-03-17,+1
jacobsartorius,2021-03-14,+7
jacobsartorius,2021-03-03,+52
jacobsartorius,2021-02-14,+57
jacobsartorius,2021-01-26,+38
jacobsartorius,2021-01-07,+20
