Name,Date,upload_tweet
ShawnMendes,2020-05-01,
ShawnMendes,2020-04-30,
ShawnMendes,2020-04-29,
ShawnMendes,2020-04-28,
ShawnMendes,2020-04-27,
ShawnMendes,2020-04-26,
ShawnMendes,2020-04-25,+3
ShawnMendes,2020-04-24,
ShawnMendes,2020-04-23,
ShawnMendes,2020-04-22,
ShawnMendes,2020-04-20,
ShawnMendes,2020-04-19,+221
ShawnMendes,2020-03-30,
ShawnMendes,Total Summary,
BryceHall,2021-10-14,+7
BryceHall,2021-10-11,+102
BryceHall,2021-09-14,+5
BryceHall,2021-09-13,+6
BryceHall,2021-09-10,+18
BryceHall,2021-09-05,+4
BryceHall,2021-09-03,+17
BryceHall,2021-08-31,+10
BryceHall,2021-08-28,+5
BryceHall,2021-08-27,+9
BryceHall,2021-08-23,
BryceHall,2021-08-22,+5
BryceHall,2021-08-21,+3
BryceHall,2021-08-20,+4
BryceHall,2021-08-18,+4
BryceHall,2021-08-17,+33
BryceHall,2021-08-07,+4
BryceHall,2021-08-05,+35
BryceHall,2021-07-24,+22
BryceHall,2021-07-16,+8
BryceHall,2021-07-15,+4
BryceHall,2021-07-12,+3
BryceHall,2021-07-11,+17
BryceHall,2021-07-03,+4
BryceHall,2021-07-02,+32
BryceHall,2021-06-18,+5
BryceHall,2021-06-16,+20
BryceHall,2021-06-08,+2
BryceHall,2021-06-07,+4
BryceHall,2021-06-05,+15
BryceHall,2021-06-01,+3
BryceHall,2021-05-31,+11
BryceHall,2021-05-26,+11
BryceHall,2021-05-23,+13
BryceHall,2021-05-21,+31
BryceHall,2021-05-17,+33
BryceHall,2021-05-12,+36
BryceHall,2021-05-07,+12
BryceHall,2021-05-05,+22
BryceHall,2021-04-29,+5
BryceHall,2021-04-28,+6
BryceHall,2021-04-27,+3
BryceHall,2021-04-25,+2
BryceHall,2021-04-24,+6
BryceHall,2021-04-23,+4
BryceHall,2021-04-20,+4
BryceHall,2021-04-19,+4
BryceHall,2021-04-17,+3
BryceHall,2021-04-16,+9
BryceHall,2021-04-11,+18
BryceHall,2021-04-07,+106
BryceHall,2021-03-13,+11
BryceHall,2021-03-10,+19
BryceHall,2021-03-02,+5
BryceHall,2021-02-27,+24
BryceHall,2021-02-20,+14
BryceHall,2021-02-12,+7
BryceHall,2021-02-10,+11
BryceHall,2021-02-07,+8
BryceHall,2021-02-06,+6
BryceHall,2021-02-03,+5
BryceHall,2021-02-01,+11
BryceHall,2021-01-29,+6
BryceHall,2021-01-28,+9
BryceHall,2021-01-25,+33
BryceHall,2021-01-17,+51
BryceHall,2021-01-09,+30
BryceHall,2020-12-30,+18
BryceHall,2020-12-27,+128
BryceHall,2020-11-29,+45
BryceHall,2020-11-19,+5
BryceHall,2020-11-18,+9
BryceHall,2020-11-15,+39
BryceHall,2020-11-06,+92
BryceHall,2020-10-20,+79
BryceHall,2020-10-06,+147
BryceHall,2020-09-12,+8
BryceHall,2020-09-10,+39
BryceHall,2020-09-02,+171
BryceHall,2020-07-28,+143
BryceHall,2020-07-06,+37
BryceHall,2020-06-25,+51
BryceHall,2020-06-16,+64
BryceHall,2020-06-05,+20
BryceHall,2020-05-31,+26
BryceHall,2020-05-24,+34
BryceHall,2020-05-19,
BryceHall,Total Summary,
lilpapivoni,2021-10-31,+34
lilpapivoni,2021-10-18,+304
lilpapivoni,2021-09-24,+72
lilpapivoni,2021-09-13,-4
lilpapivoni,2021-08-09,+5
lilpapivoni,2021-08-05,+15
lilpapivoni,2021-06-29,+2
lilpapivoni,2021-06-25,+8
lilpapivoni,2021-06-20,
lilpapivoni,2021-06-15,
lilpapivoni,2021-06-14,+26
lilpapivoni,2021-06-04,+5
lilpapivoni,2021-06-02,-1
lilpapivoni,2021-06-01,+2
lilpapivoni,2021-05-31,
lilpapivoni,2021-05-30,+3
lilpapivoni,2021-05-28,+3
lilpapivoni,2021-05-27,+3
lilpapivoni,2021-05-26,
lilpapivoni,2021-05-25,-3
lilpapivoni,2021-05-24,-1
lilpapivoni,2021-05-23,
lilpapivoni,2021-05-22,+1
lilpapivoni,2021-05-20,
lilpapivoni,2021-05-19,
lilpapivoni,2021-05-18,
lilpapivoni,2021-05-17,
lilpapivoni,2021-05-15,
lilpapivoni,2021-05-14,
lilpapivoni,2021-05-13,
lilpapivoni,2021-05-11,+2
lilpapivoni,2021-05-09,
lilpapivoni,2021-05-08,+6
lilpapivoni,2021-05-07,-71
lilpapivoni,2021-05-04,+6
lilpapivoni,2021-05-02,+9
lilpapivoni,2021-04-29,+3
lilpapivoni,2021-04-27,-2
lilpapivoni,2021-04-26,+1
lilpapivoni,2021-04-25,+2
lilpapivoni,2021-04-24,
lilpapivoni,2021-04-23,+7
lilpapivoni,2021-04-20,+1
lilpapivoni,2021-04-19,-3
lilpapivoni,2021-04-18,+13
lilpapivoni,2021-04-16,-67
lilpapivoni,2021-04-15,+29
lilpapivoni,2021-04-13,+22
lilpapivoni,2021-04-09,+3
lilpapivoni,2021-04-08,+132
lilpapivoni,2021-03-21,
lilpapivoni,2021-03-20,+15
lilpapivoni,2021-03-18,+11
lilpapivoni,2021-03-17,+4
lilpapivoni,2021-03-15,+90
lilpapivoni,2021-03-09,+5
lilpapivoni,2021-03-06,+26
lilpapivoni,2021-03-04,+21
lilpapivoni,2021-03-01,+6
lilpapivoni,2021-02-25,+51
lilpapivoni,2021-02-19,+3
lilpapivoni,2021-02-18,+6
lilpapivoni,2021-02-17,+27
lilpapivoni,2021-02-15,+5
lilpapivoni,2021-02-14,+12
lilpapivoni,2021-02-11,
lilpapivoni,2021-02-10,
lilpapivoni,2021-02-09,
lilpapivoni,2021-02-08,+7
lilpapivoni,2021-02-06,+6
lilpapivoni,2021-02-05,+10
lilpapivoni,2021-02-04,+4
lilpapivoni,2021-01-31,+13
lilpapivoni,2021-01-26,+1
lilpapivoni,2021-01-24,
lilpapivoni,2021-01-23,-1
lilpapivoni,2021-01-21,+4
lilpapivoni,2021-01-20,+18
lilpapivoni,2021-01-19,+47
lilpapivoni,2021-01-18,
lilpapivoni,2021-01-16,+11
lilpapivoni,2021-01-14,
lilpapivoni,2021-01-13,+42
lilpapivoni,2021-01-12,+24
lilpapivoni,2021-01-10,+5
lilpapivoni,2021-01-06,
lilpapivoni,2021-01-01,+15
lilpapivoni,2020-12-29,+13
lilpapivoni,2020-12-24,+34
lilpapivoni,2020-12-21,+7
lilpapivoni,2020-12-19,+76
lilpapivoni,2020-12-17,+19
lilpapivoni,2020-12-16,+70
lilpapivoni,2020-12-11,+99
lilpapivoni,2020-12-02,+34
lilpapivoni,2020-12-01,+86
lilpapivoni,2020-11-29,+71
lilpapivoni,2020-11-27,+26
lilpapivoni,2020-11-24,+14
lilpapivoni,2020-11-21,+5
lilpapivoni,2020-11-17,+49
lilpapivoni,2020-11-14,+33
lilpapivoni,2020-11-13,+34
lilpapivoni,2020-11-11,+41
lilpapivoni,2020-11-09,-1
lilpapivoni,2020-11-06,+4
lilpapivoni,2020-11-05,+3
lilpapivoni,2020-11-02,+3
lilpapivoni,2020-11-01,+23
lilpapivoni,2020-10-30,-1
lilpapivoni,2020-10-28,+4
lilpapivoni,2020-10-27,
lilpapivoni,2020-10-26,+5
lilpapivoni,2020-10-23,+6
lilpapivoni,2020-10-22,+2
lilpapivoni,2020-10-21,+5
lilpapivoni,2020-10-18,+14
lilpapivoni,2020-10-17,+4
lilpapivoni,2020-10-16,+14
lilpapivoni,2020-10-15,+27
lilpapivoni,2020-10-13,+3
lilpapivoni,2020-10-12,+39
lilpapivoni,2020-10-07,+5
lilpapivoni,2020-10-06,
lilpapivoni,2020-10-05,+10
lilpapivoni,2020-10-02,+18
lilpapivoni,2020-10-01,+22
lilpapivoni,2020-09-22,+11
lilpapivoni,2020-09-19,+31
lilpapivoni,2020-09-18,+58
lilpapivoni,2020-09-15,+137
lilpapivoni,2020-09-06,+80
lilpapivoni,2020-09-02,+5
lilpapivoni,2020-08-30,+12
lilpapivoni,2020-08-29,+5
lilpapivoni,2020-08-28,+13
lilpapivoni,2020-08-26,+50
lilpapivoni,2020-08-25,+105
lilpapivoni,2020-08-18,+20
lilpapivoni,2020-08-15,+40
lilpapivoni,2020-08-11,+38
lilpapivoni,2020-08-08,+18
lilpapivoni,2020-08-06,+20
lilpapivoni,2020-08-05,+70
lilpapivoni,2020-08-04,+74
lilpapivoni,2020-07-28,+2
lilpapivoni,2020-07-27,-1
lilpapivoni,2020-07-25,+13
lilpapivoni,2020-07-22,+17
lilpapivoni,2020-07-18,+141
lilpapivoni,2020-07-14,+182
lilpapivoni,2020-07-10,+148
lilpapivoni,2020-07-07,+124
lilpapivoni,2020-07-03,+117
lilpapivoni,2020-06-28,+9
lilpapivoni,2020-06-25,
lilpapivoni,Total Summary,
oliviarodrigo,2021-10-23,
oliviarodrigo,2021-10-19,+1
oliviarodrigo,2021-10-12,
oliviarodrigo,2021-10-06,
oliviarodrigo,2021-10-04,
oliviarodrigo,2021-10-01,
oliviarodrigo,2021-09-29,
oliviarodrigo,2021-09-25,
oliviarodrigo,2021-09-22,+1
oliviarodrigo,2021-09-19,+1
oliviarodrigo,2021-09-17,+1
oliviarodrigo,2021-09-15,
oliviarodrigo,2021-09-14,
oliviarodrigo,2021-09-13,
oliviarodrigo,2021-09-11,+1
oliviarodrigo,2021-09-10,
oliviarodrigo,2021-09-07,
oliviarodrigo,2021-09-06,
oliviarodrigo,2021-09-04,
oliviarodrigo,2021-09-02,
oliviarodrigo,2021-09-01,
oliviarodrigo,2021-08-30,
oliviarodrigo,2021-08-28,
oliviarodrigo,2021-08-26,
oliviarodrigo,2021-08-25,+3
oliviarodrigo,2021-08-23,
oliviarodrigo,2021-08-21,+1
oliviarodrigo,2021-08-19,
oliviarodrigo,2021-08-16,
oliviarodrigo,2021-08-15,+1
oliviarodrigo,2021-08-13,
oliviarodrigo,2021-08-11,
oliviarodrigo,2021-08-10,
oliviarodrigo,2021-08-07,
oliviarodrigo,2021-08-06,
oliviarodrigo,2021-08-04,
oliviarodrigo,2021-08-01,
oliviarodrigo,2021-07-31,
oliviarodrigo,2021-07-30,
oliviarodrigo,2021-07-22,
oliviarodrigo,2021-07-20,
oliviarodrigo,2021-07-18,
oliviarodrigo,2021-07-17,+1
oliviarodrigo,2021-07-14,
oliviarodrigo,2021-07-12,-1
oliviarodrigo,2021-07-05,
oliviarodrigo,2021-07-02,+4
oliviarodrigo,2021-06-29,+3
oliviarodrigo,2021-06-23,
oliviarodrigo,2021-06-21,
oliviarodrigo,2021-06-20,
oliviarodrigo,2021-06-18,
oliviarodrigo,2021-06-16,
oliviarodrigo,2021-06-14,
oliviarodrigo,2021-06-12,-1
oliviarodrigo,2021-06-10,+1
oliviarodrigo,2021-06-09,+1
oliviarodrigo,2021-06-07,
oliviarodrigo,2021-06-06,
oliviarodrigo,2021-06-04,+1
oliviarodrigo,2021-06-02,
oliviarodrigo,2021-06-01,
oliviarodrigo,2021-05-29,+2
oliviarodrigo,2021-05-28,+19
oliviarodrigo,2021-05-25,+1
oliviarodrigo,2021-05-24,
oliviarodrigo,2021-05-23,
oliviarodrigo,2021-05-21,+1
oliviarodrigo,2021-05-20,+1
oliviarodrigo,2021-05-19,+1
oliviarodrigo,2021-05-18,+3
oliviarodrigo,2021-05-16,
oliviarodrigo,2021-05-15,+3
oliviarodrigo,2021-05-12,+1
oliviarodrigo,2021-05-10,
oliviarodrigo,2021-05-08,+1
oliviarodrigo,2021-05-06,+1
oliviarodrigo,2021-05-03,+1
oliviarodrigo,2021-04-27,
oliviarodrigo,2021-04-25,+2
oliviarodrigo,2021-04-19,
oliviarodrigo,2021-04-17,
oliviarodrigo,2021-04-15,+1
oliviarodrigo,2021-04-13,+2
oliviarodrigo,2021-04-11,+1
oliviarodrigo,2021-04-06,+9
oliviarodrigo,2021-03-22,-1
oliviarodrigo,2021-03-20,
oliviarodrigo,2021-03-19,
oliviarodrigo,2021-03-15,
oliviarodrigo,2021-03-14,+1
oliviarodrigo,2021-03-11,
oliviarodrigo,2021-03-06,-1
oliviarodrigo,2021-03-04,
oliviarodrigo,2021-03-01,+3
oliviarodrigo,2021-02-21,+2
oliviarodrigo,2021-02-18,+2
oliviarodrigo,2021-02-13,+2
oliviarodrigo,2021-02-10,
oliviarodrigo,2021-02-07,
oliviarodrigo,2021-02-06,+3
oliviarodrigo,2021-02-04,+2
oliviarodrigo,2021-02-02,+4
oliviarodrigo,2021-01-26,+4
oliviarodrigo,2021-01-24,+5
oliviarodrigo,2021-01-20,+9
oliviarodrigo,2021-01-15,+4
oliviarodrigo,2021-01-13,+2
oliviarodrigo,2021-01-12,+7
oliviarodrigo,2021-01-10,+17
oliviarodrigo,2021-01-08,+13
oliviarodrigo,2020-12-10,
oliviarodrigo,2020-12-01,
oliviarodrigo,2020-11-25,
oliviarodrigo,2020-11-05,
oliviarodrigo,2020-11-01,
oliviarodrigo,2020-10-23,
oliviarodrigo,2020-10-18,
oliviarodrigo,2020-10-15,
oliviarodrigo,2020-10-02,
oliviarodrigo,2020-09-22,-1
oliviarodrigo,2020-09-10,-5
oliviarodrigo,2020-08-13,
oliviarodrigo,2020-08-04,-5
oliviarodrigo,2020-07-14,-1
oliviarodrigo,2020-07-09,-1
oliviarodrigo,2020-07-04,
oliviarodrigo,2020-07-03,-3
oliviarodrigo,2020-06-22,+5
oliviarodrigo,2020-06-19,+10
oliviarodrigo,2020-06-09,+5
oliviarodrigo,2020-06-06,
oliviarodrigo,2020-06-05,
oliviarodrigo,2020-06-04,
oliviarodrigo,2020-06-03,+13
oliviarodrigo,2020-06-01,+1
oliviarodrigo,2020-05-31,
oliviarodrigo,Total Summary,
BabyAriel,2021-09-20,-2
BabyAriel,2021-09-14,
BabyAriel,2021-09-12,-8
BabyAriel,2021-09-03,-1
BabyAriel,2021-08-01,
BabyAriel,2021-07-17,+1
BabyAriel,2021-07-05,+3
BabyAriel,2021-06-23,+1
BabyAriel,2021-05-13,+8
BabyAriel,2021-03-12,+7
BabyAriel,2021-02-06,+21
BabyAriel,2021-01-27,+13
BabyAriel,2020-12-19,
BabyAriel,2020-12-08,+11
BabyAriel,2020-11-08,+20
BabyAriel,2020-11-01,+10
BabyAriel,2020-10-30,+5
BabyAriel,2020-10-15,+5
BabyAriel,2020-10-08,+14
BabyAriel,2020-09-10,+25
BabyAriel,2020-08-08,+59
BabyAriel,2020-07-13,+87
BabyAriel,2020-06-21,+16
BabyAriel,2020-06-13,+17
BabyAriel,2020-06-08,
BabyAriel,2020-06-04,+28
BabyAriel,2020-05-28,+3
BabyAriel,2020-05-26,+7
BabyAriel,2020-05-20,
BabyAriel,2020-05-19,+7
BabyAriel,2020-05-14,+8
BabyAriel,2020-05-11,
BabyAriel,Total Summary,
NICKIMINAJ,2021-11-03,-4
NICKIMINAJ,2021-10-31,-1
NICKIMINAJ,2021-10-16,+7
NICKIMINAJ,2021-10-15,+29
NICKIMINAJ,2021-10-12,+22
NICKIMINAJ,2021-09-29,+66
NICKIMINAJ,2021-09-13,+16
NICKIMINAJ,2021-09-01,-5
NICKIMINAJ,2021-08-31,+1
NICKIMINAJ,2021-08-28,+14
NICKIMINAJ,2021-07-27,
NICKIMINAJ,2021-07-23,
NICKIMINAJ,2021-07-20,+19
NICKIMINAJ,2021-06-30,+11
NICKIMINAJ,2021-06-20,
NICKIMINAJ,2021-06-14,+23
NICKIMINAJ,2021-06-11,+14
NICKIMINAJ,2021-06-03,+1
NICKIMINAJ,2021-06-02,+13
NICKIMINAJ,2021-05-21,+3
NICKIMINAJ,2021-05-18,-2
NICKIMINAJ,2021-05-17,+27
NICKIMINAJ,2021-05-12,
NICKIMINAJ,2021-05-07,
NICKIMINAJ,2021-05-03,
NICKIMINAJ,2021-04-30,-1
NICKIMINAJ,2021-04-25,
NICKIMINAJ,2021-04-22,-13
NICKIMINAJ,2021-04-11,-9
NICKIMINAJ,2021-03-21,
NICKIMINAJ,2021-03-19,-9
NICKIMINAJ,2021-02-27,-26
NICKIMINAJ,2021-02-20,-2
NICKIMINAJ,2021-02-15,
NICKIMINAJ,2021-02-12,-7
NICKIMINAJ,2021-02-09,-3
NICKIMINAJ,2021-01-29,-21
NICKIMINAJ,2021-01-17,-5
NICKIMINAJ,2021-01-07,
NICKIMINAJ,2021-01-05,+1
NICKIMINAJ,2021-01-01,+15
NICKIMINAJ,2020-12-24,-7
NICKIMINAJ,2020-12-21,-1
NICKIMINAJ,2020-12-19,-2
NICKIMINAJ,2020-11-28,+13
NICKIMINAJ,2020-11-24,+56
NICKIMINAJ,2020-11-05,-2
NICKIMINAJ,2020-10-24,+2
NICKIMINAJ,2020-10-20,-1
NICKIMINAJ,2020-10-18,+1
NICKIMINAJ,2020-10-08,-1
NICKIMINAJ,2020-10-05,-1
NICKIMINAJ,2020-09-29,-7
NICKIMINAJ,2020-09-26,-3
NICKIMINAJ,2020-09-17,-33
NICKIMINAJ,2020-09-01,-1
NICKIMINAJ,2020-08-31,
NICKIMINAJ,2020-08-29,-16
NICKIMINAJ,2020-08-15,-10
NICKIMINAJ,2020-08-09,+2
NICKIMINAJ,2020-07-23,-2
NICKIMINAJ,2020-07-21,+1
NICKIMINAJ,2020-07-20,-38
NICKIMINAJ,2020-07-09,
NICKIMINAJ,2020-07-06,-4
NICKIMINAJ,2020-07-02,-2
NICKIMINAJ,2020-06-30,
NICKIMINAJ,2020-06-29,-2
NICKIMINAJ,2020-06-19,+38642
NICKIMINAJ,2020-06-13,
NICKIMINAJ,2020-06-06,
NICKIMINAJ,2020-06-04,+1
NICKIMINAJ,2020-06-03,+1
NICKIMINAJ,2020-06-01,+1
NICKIMINAJ,2020-05-30,
NICKIMINAJ,2020-05-27,
NICKIMINAJ,2020-05-19,-1
NICKIMINAJ,2020-05-15,+1
NICKIMINAJ,2020-05-09,
NICKIMINAJ,2020-05-08,
NICKIMINAJ,2020-05-07,
NICKIMINAJ,2020-05-06,
NICKIMINAJ,2020-05-05,
NICKIMINAJ,2020-05-04,
NICKIMINAJ,2020-05-03,
NICKIMINAJ,2020-05-02,
NICKIMINAJ,2020-05-01,
NICKIMINAJ,2020-04-30,
NICKIMINAJ,2020-04-29,
NICKIMINAJ,2020-04-28,
NICKIMINAJ,2020-04-27,
NICKIMINAJ,2020-04-26,
NICKIMINAJ,2020-04-25,
NICKIMINAJ,2020-04-24,
NICKIMINAJ,2020-04-23,
NICKIMINAJ,2020-04-21,
NICKIMINAJ,2020-04-20,
NICKIMINAJ,2020-04-19,+3600
NICKIMINAJ,2020-04-09,
NICKIMINAJ,Total Summary,
JoshRichards,2021-08-07,+18
JoshRichards,2021-07-22,+5
JoshRichards,2021-07-20,+77
JoshRichards,2021-06-09,+5
JoshRichards,2021-06-02,+5
JoshRichards,2021-05-29,+8
JoshRichards,2021-05-20,+8
JoshRichards,2021-05-12,+5
JoshRichards,2021-05-08,+6
JoshRichards,2021-05-03,+5
JoshRichards,2021-05-01,+5
JoshRichards,2021-04-29,+14
JoshRichards,2021-04-23,+18
JoshRichards,2021-04-17,+18
JoshRichards,2021-04-11,+2
JoshRichards,2021-04-07,+60
JoshRichards,2021-03-21,+6
JoshRichards,2021-03-19,+4
JoshRichards,2021-03-17,+5
JoshRichards,2021-03-16,+2
JoshRichards,2021-03-15,
JoshRichards,Total Summary,
noahbeck,2021-10-21,+26
noahbeck,2021-10-08,+14
noahbeck,2021-09-26,+31
noahbeck,2021-09-18,+111
noahbeck,2021-09-11,+10
noahbeck,2021-09-08,
noahbeck,2021-09-04,
noahbeck,2021-09-03,+15
noahbeck,2021-08-25,+28
noahbeck,2021-08-06,+28
noahbeck,2021-07-15,+22
noahbeck,2021-07-06,+18
noahbeck,2021-06-29,+43
noahbeck,2021-06-21,
noahbeck,2021-06-01,+3
noahbeck,2021-05-28,+12
noahbeck,2021-05-18,+3
noahbeck,2021-05-16,+2
noahbeck,2021-05-13,+5
noahbeck,2021-05-09,
noahbeck,2021-05-08,
noahbeck,2021-05-07,+5
noahbeck,2021-05-04,
noahbeck,2021-05-02,
noahbeck,2021-05-01,+4
noahbeck,2021-04-28,+10
noahbeck,2021-04-20,+1
noahbeck,2021-04-18,+11
noahbeck,2021-04-15,+5
noahbeck,2021-04-10,+4
noahbeck,2021-04-08,+33
noahbeck,2021-03-21,+8
noahbeck,2021-03-17,+8
noahbeck,2021-03-08,+3
noahbeck,2021-03-07,+1
noahbeck,2021-03-05,+16
noahbeck,2021-02-28,+37
noahbeck,2021-02-17,+15
noahbeck,2021-02-14,+2
noahbeck,2021-02-11,+1
noahbeck,2021-02-09,
noahbeck,Total Summary,
lopez__tony,,
jakepaul,2021-11-14,
jakepaul,2021-11-13,+5
jakepaul,2021-11-08,+3
jakepaul,2021-11-05,+8
jakepaul,2021-11-03,+1
jakepaul,2021-11-01,+19
jakepaul,2021-10-24,+18
jakepaul,2021-10-17,+3
jakepaul,2021-10-11,+8
jakepaul,2021-10-07,+5
jakepaul,2021-10-01,+5
jakepaul,2021-09-29,+5
jakepaul,2021-09-26,+18
jakepaul,2021-09-18,-5
jakepaul,2021-09-14,+2
jakepaul,2021-09-09,+4
jakepaul,2021-09-07,-1
jakepaul,2021-09-05,+6
jakepaul,2021-09-04,+2
jakepaul,2021-09-02,+5
jakepaul,2021-08-31,+21
jakepaul,2021-08-30,+9
jakepaul,2021-08-28,+6
jakepaul,2021-08-26,+13
jakepaul,2021-08-23,+2
jakepaul,2021-08-21,+7
jakepaul,2021-08-19,+2
jakepaul,2021-08-16,+13
jakepaul,2021-08-14,+15
jakepaul,2021-08-07,+25
jakepaul,2021-07-24,+4
jakepaul,2021-07-21,+19
jakepaul,2021-07-12,+9
jakepaul,2021-07-07,+4
jakepaul,2021-07-01,+2
jakepaul,2021-06-30,+7
jakepaul,2021-06-19,
jakepaul,2021-06-17,
jakepaul,2021-06-16,+1
jakepaul,2021-06-14,+3
jakepaul,2021-06-12,+5
jakepaul,2021-06-07,+10
jakepaul,2021-06-05,+8
jakepaul,2021-06-01,+3
jakepaul,2021-05-30,
jakepaul,2021-05-28,+5
jakepaul,2021-05-25,+4
jakepaul,2021-05-22,+6
jakepaul,2021-05-19,+18
jakepaul,2021-05-14,+13
jakepaul,2021-05-09,+28
jakepaul,2021-04-26,+59
jakepaul,2021-04-13,+38
jakepaul,2021-03-16,+11
jakepaul,2021-03-02,+1
jakepaul,2021-02-27,+2
jakepaul,2021-02-12,+5
jakepaul,2021-01-29,+19
jakepaul,2021-01-18,+9
jakepaul,2021-01-04,+18
jakepaul,2020-12-23,+13
jakepaul,2020-12-09,+11
jakepaul,2020-12-08,+33
jakepaul,2020-11-23,+7
jakepaul,2020-11-03,+8
jakepaul,2020-10-19,+3
jakepaul,2020-10-11,+9
jakepaul,2020-10-01,+6
jakepaul,2020-09-30,+23
jakepaul,2020-08-15,+9
jakepaul,2020-07-20,+1
jakepaul,2020-07-01,-21
jakepaul,2020-06-13,+2
jakepaul,2020-06-03,
jakepaul,2020-06-02,
jakepaul,2020-06-01,+2
jakepaul,2020-05-30,
jakepaul,2020-05-29,
jakepaul,2020-05-25,+1
jakepaul,2020-05-24,+5
jakepaul,2020-05-18,+1
jakepaul,2020-05-14,+2
jakepaul,2020-05-11,
jakepaul,Total Summary,
BrentRivera,2021-11-07,
BrentRivera,2021-10-26,+2
BrentRivera,2021-10-03,+1
BrentRivera,2021-09-20,-2
BrentRivera,2021-09-18,
BrentRivera,2021-09-12,
BrentRivera,2021-09-11,
BrentRivera,2021-09-09,
BrentRivera,2021-09-06,
BrentRivera,2021-09-04,
BrentRivera,2021-08-30,
BrentRivera,2021-08-29,
BrentRivera,2021-08-27,
BrentRivera,2021-08-24,
BrentRivera,2021-08-22,
BrentRivera,2021-08-19,
BrentRivera,2021-08-18,
BrentRivera,2021-08-15,
BrentRivera,2021-08-05,
BrentRivera,2021-08-03,-1
BrentRivera,2021-08-01,
BrentRivera,2021-07-30,
BrentRivera,2021-07-25,
BrentRivera,2021-07-23,
BrentRivera,2021-07-10,
BrentRivera,2021-07-06,
BrentRivera,2021-06-18,-1
BrentRivera,2021-06-09,+1
BrentRivera,2021-05-30,+1
BrentRivera,2021-05-12,
BrentRivera,2021-05-08,
BrentRivera,2021-04-15,+2
BrentRivera,2021-03-19,
BrentRivera,2021-03-14,
BrentRivera,2021-03-06,+3
BrentRivera,2021-02-24,+1
BrentRivera,2021-02-11,+1
BrentRivera,2021-02-08,+2
BrentRivera,2021-01-09,
BrentRivera,2020-12-27,+1
BrentRivera,2020-12-14,+4
BrentRivera,2020-11-12,+2
BrentRivera,2020-10-25,-2
BrentRivera,2020-10-12,+1
BrentRivera,2020-09-26,
BrentRivera,2020-09-02,-4
BrentRivera,2020-07-27,+4
BrentRivera,2020-07-06,+2
BrentRivera,2020-06-14,
BrentRivera,2020-06-04,+1
BrentRivera,2020-05-28,-1
BrentRivera,2020-05-22,
BrentRivera,2020-05-16,
BrentRivera,Total Summary,
DavidDobrik,2021-11-08,
DavidDobrik,2021-11-06,+1
DavidDobrik,2021-10-26,
DavidDobrik,2021-10-21,
DavidDobrik,2021-10-05,
DavidDobrik,2021-10-02,
DavidDobrik,2021-09-30,
DavidDobrik,2021-09-18,
DavidDobrik,2021-09-16,
DavidDobrik,2021-09-13,
DavidDobrik,2021-09-10,
DavidDobrik,2021-09-08,
DavidDobrik,2021-09-07,
DavidDobrik,2021-09-05,
DavidDobrik,2021-08-30,
DavidDobrik,2021-08-29,
DavidDobrik,2021-08-27,
DavidDobrik,2021-08-26,
DavidDobrik,2021-08-25,
DavidDobrik,2021-08-23,
DavidDobrik,2021-08-21,
DavidDobrik,2021-08-20,
DavidDobrik,2021-08-18,
DavidDobrik,2021-08-17,
DavidDobrik,2021-08-16,
DavidDobrik,2021-08-14,
DavidDobrik,2021-08-13,
DavidDobrik,2021-08-05,
DavidDobrik,2021-08-02,
DavidDobrik,2021-07-24,
DavidDobrik,2021-07-21,
DavidDobrik,2021-07-19,
DavidDobrik,2021-07-16,
DavidDobrik,2021-07-14,
DavidDobrik,2021-07-09,
DavidDobrik,2021-07-07,
DavidDobrik,2021-07-06,
DavidDobrik,2021-07-04,
DavidDobrik,2021-07-03,
DavidDobrik,2021-06-29,
DavidDobrik,2021-06-27,
DavidDobrik,2021-06-19,
DavidDobrik,2021-06-18,
DavidDobrik,2021-06-15,
DavidDobrik,2021-06-14,
DavidDobrik,2021-06-11,
DavidDobrik,2021-06-10,
DavidDobrik,2021-06-08,
DavidDobrik,2021-06-07,
DavidDobrik,2021-06-05,
DavidDobrik,2021-06-03,
DavidDobrik,2021-06-02,
DavidDobrik,2021-05-31,
DavidDobrik,2021-05-29,
DavidDobrik,2021-05-24,
DavidDobrik,2021-05-23,
DavidDobrik,2021-05-21,
DavidDobrik,2021-05-20,
DavidDobrik,2021-05-17,
DavidDobrik,2021-05-15,
DavidDobrik,2021-05-13,
DavidDobrik,2021-05-12,
DavidDobrik,2021-05-09,
DavidDobrik,2021-05-07,
DavidDobrik,2021-05-05,
DavidDobrik,2021-05-04,
DavidDobrik,2021-04-30,
DavidDobrik,2021-04-28,
DavidDobrik,2021-04-27,
DavidDobrik,2021-04-24,
DavidDobrik,2021-04-18,
DavidDobrik,2021-04-17,
DavidDobrik,2021-04-14,
DavidDobrik,2021-04-08,
DavidDobrik,2021-04-06,
DavidDobrik,2021-03-22,-1
DavidDobrik,2021-03-17,
DavidDobrik,2021-03-14,+3
DavidDobrik,2021-02-08,
DavidDobrik,2021-01-29,+3
DavidDobrik,2020-12-21,
DavidDobrik,2020-12-11,+1
DavidDobrik,2020-11-10,+3
DavidDobrik,2020-10-24,+1
DavidDobrik,2020-10-10,
DavidDobrik,2020-09-30,+2
DavidDobrik,2020-08-15,+2
DavidDobrik,2020-07-19,
