Name,Following,Followers,Likes,Views,V_Date,V_Likes,V_Comments
addisonre  ,2337,86.7M,5.6B,19M,2021-5-27,2.2M,14.6K
addisonre  ,2337,86.7M,5.6B,15.1M,2021-5-26,1.2M,6308
addisonre  ,2337,86.7M,5.6B,21.3M,2021-5-26,2.5M,13.7K
addisonre  ,2337,86.7M,5.6B,18.6M,2021-5-23,1.6M,22.5K
addisonre  ,2337,86.7M,5.6B,16.8M,2021-5-21,1.3M,13.3K
addisonre  ,2337,86.7M,5.6B,18.6M,2021-5-21,2.1M,10.2K
addisonre  ,2337,86.7M,5.6B,14.2M,2021-5-20,1.1M,11.1K
addisonre  ,2337,86.7M,5.6B,46.1M,2021-5-19,5.1M,36.2K
addisonre  ,2337,86.7M,5.6B,33.6M,2021-5-16,3.5M,41.3K
addisonre  ,2337,86.7M,5.6B,28.5M,2021-5-16,3.2M,16.5K
addisonre  ,2337,86.7M,5.6B,18.8M,2021-5-14,1.8M,30.3K
addisonre  ,2337,86.7M,5.6B,17M,2021-5-14,1.4M,13.1K
addisonre  ,2337,86.7M,5.6B,30.3M,2021-5-14,3M,42.9K
addisonre  ,2337,86.7M,5.6B,27.3M,2021-5-13,3.1M,26.9K
addisonre  ,2337,86.7M,5.6B,14.9M,2021-5-13,1.5M,9786
addisonre  ,2337,86.7M,5.6B,21.8M,2021-5-13,2.9M,18.3K
addisonre  ,2337,86.7M,5.6B,14.3M,2021-5-13,1.4M,8966
addisonre  ,2337,86.7M,5.6B,13.9M,2021-5-11,1.1M,19.7K
addisonre  ,2337,86.7M,5.6B,17.4M,2021-5-10,2.1M,42.9K
addisonre  ,2337,86.7M,5.6B,14.9M,2021-5-10,1.4M,12.3K
addisonre  ,2337,86.7M,5.6B,22M,2021-5-10,2.5M,33.5K
addisonre  ,2337,86.7M,5.6B,37M,2021-5-10,3.7M,23.8K
addisonre  ,2337,86.7M,5.6B,20.9M,2021-5-8,2.9M,39.8K
addisonre  ,2337,86.7M,5.6B,34M,2021-5-6,3.7M,58.8K
addisonre  ,2337,86.7M,5.6B,30.7M,2021-5-4,3.3M,86.2K
addisonre  ,2337,86.7M,5.6B,26.8M,2021-5-2,3.7M,39.8K
addisonre  ,2337,86.7M,5.6B,27.7M,2021-5-1,2.7M,53.1K
addisonre  ,2337,86.7M,5.6B,86.8M,2021-4-30,6.8M,95.9K
addisonre  ,2337,86.7M,5.6B,26.1M,2021-4-30,2.9M,36.5K
addisonre  ,2337,86.7M,5.6B,18.2M,2021-4-29,2M,34.6K
addisonre  ,2337,86.7M,5.6B,16.9M,2021-4-28,1.3M,16.2K
addisonre  ,2337,86.7M,5.6B,16.5M,2021-4-26,1.3M,37.1K
addisonre  ,2337,86.7M,5.6B,30M,2021-4-25,3.3M,132.2K
addisonre  ,2337,86.7M,5.6B,22.9M,2021-4-22,2.5M,123.1K
addisonre  ,2337,86.7M,5.6B,27.6M,2021-4-21,3.4M,42.4K
addisonre  ,2337,86.7M,5.6B,15.2M,2021-4-20,1.3M,33.3K
addisonre  ,2337,86.7M,5.6B,43.2M,2021-4-18,4.5M,60.8K
addisonre  ,2337,86.7M,5.6B,34.7M,2021-4-16,4.7M,75K
addisonre  ,2337,86.7M,5.6B,27.9M,2021-4-16,3.3M,57.2K
addisonre  ,2337,86.7M,5.6B,24.2M,2021-4-15,2.7M,32.1K
addisonre  ,2337,86.7M,5.6B,17.5M,2021-4-15,1.6M,21.6K
addisonre  ,2337,86.7M,5.6B,23.2M,2021-4-15,2.7M,37.5K
addisonre  ,2337,86.7M,5.6B,47.4M,2021-4-12,6.6M,112.1K
addisonre  ,2337,86.7M,5.6B,32.1M,2021-4-10,4.2M,70.7K
addisonre  ,2337,86.7M,5.6B,30.1M,2021-4-10,3.5M,44.1K
addisonre  ,2337,86.7M,5.6B,23.2M,2021-4-8,2.7M,31.8K
addisonre  ,2337,86.7M,5.6B,30.1M,2021-4-4,3.4M,88.7K
addisonre  ,2337,86.7M,5.6B,22.1M,2021-4-2,2.2M,36.3K
addisonre  ,2337,86.7M,5.6B,35.5M,2021-4-1,4.2M,50.6K
addisonre  ,2337,86.7M,5.6B,22M,2021-3-31,2.2M,31.6K
addisonre  ,2337,86.7M,5.6B,42.9M,2021-3-30,4.3M,42.7K
addisonre  ,2337,86.7M,5.6B,34M,2021-3-30,4M,29.3K
addisonre  ,2337,86.7M,5.6B,24.7M,2021-3-30,2.6M,45.8K
addisonre  ,2337,86.7M,5.6B,20.3M,2021-3-29,2.2M,33.7K
addisonre  ,2337,86.7M,5.6B,19.5M,2021-3-29,2.3M,27.9K
addisonre  ,2337,86.7M,5.6B,32.1M,2021-3-29,4.1M,49.6K
addisonre  ,2337,86.7M,5.6B,53.1M,2021-3-29,5.8M,85.9K
addisonre  ,2337,86.7M,5.6B,26.3M,2021-3-26,3M,62.8K
addisonre  ,2337,86.7M,5.6B,21.4M,2021-3-26,2.1M,15.3K
addisonre  ,2337,86.7M,5.6B,31.7M,2021-3-25,4.3M,41.9K
addisonre  ,2337,86.7M,5.6B,54M,2021-3-24,7.6M,75.1K
addisonre  ,2337,86.7M,5.6B,21.3M,2021-3-24,2.4M,31K
addisonre  ,2337,86.7M,5.6B,26.1M,2021-3-23,3.4M,23.7K
addisonre  ,2337,86.7M,5.6B,31M,2021-3-20,3.5M,87.4K
addisonre  ,2337,86.7M,5.6B,23.6M,2021-3-20,2.8M,37.7K
addisonre  ,2337,86.7M,5.6B,48.4M,2021-3-19,4.7M,266.8K
addisonre  ,2337,86.7M,5.6B,34.7M,2021-3-19,4.8M,63.5K
addisonre  ,2337,86.7M,5.6B,27.8M,2021-3-19,4.6M,25.6K
addisonre  ,2337,86.7M,5.6B,33.7M,2021-3-16,5.1M,63K
addisonre  ,2337,86.7M,5.6B,47.5M,2021-3-14,7.3M,144.2K
addisonre  ,2337,86.7M,5.6B,22.3M,2021-3-11,2.1M,35K
addisonre  ,2337,86.7M,5.6B,35.6M,2021-3-5,4.5M,66.2K
addisonre  ,2337,86.7M,5.6B,72M,2021-3-5,9.1M,77.1K
addisonre  ,2337,86.7M,5.6B,33M,2021-3-3,3.2M,50.8K
addisonre  ,2337,86.7M,5.6B,52.8M,2021-3-1,7M,90.5K
addisonre  ,2337,86.7M,5.6B,44.1M,2021-2-25,5.5M,75.8K
addisonre  ,2337,86.7M,5.6B,40.2M,2021-2-25,4M,31.9K
addisonre  ,2337,86.7M,5.6B,34.3M,2021-2-25,3.5M,22.6K
addisonre  ,2337,86.7M,5.6B,54.7M,2021-2-22,7.9M,163.4K
addisonre  ,2337,86.7M,5.6B,46.3M,2021-2-12,4.8M,114.3K
addisonre  ,2337,86.7M,5.6B,54.8M,2021-2-10,6.3M,63.4K
addisonre  ,2337,86.7M,5.6B,40M,2021-2-10,4.8M,57.8K
addisonre  ,2337,86.7M,5.6B,31.2M,2021-2-10,3.4M,29.6K
addisonre  ,2337,86.7M,5.6B,29.1M,2021-2-9,3.3M,43.7K
addisonre  ,2337,86.7M,5.6B,27.9M,2021-2-6,3.4M,37.1K
addisonre  ,2337,86.7M,5.6B,29.5M,2021-2-5,3.4M,49.3K
addisonre  ,2337,86.7M,5.6B,55.7M,2021-1-31,6.9M,92.3K
addisonre  ,2337,86.7M,5.6B,27.2M,2021-1-31,3M,29.8K
addisonre  ,2337,86.7M,5.6B,38.7M,2021-1-29,4.4M,50.1K
addisonre  ,2337,86.7M,5.6B,58M,2021-1-29,6.6M,74.9K
addisonre  ,2337,86.7M,5.6B,49.1M,2021-1-29,5.7M,63.9K
addisonre  ,2337,86.7M,5.6B,28.5M,2021-1-27,3.2M,48.2K
addisonre  ,2337,86.7M,5.6B,69.6M,2021-1-25,10.8M,178.7K
addisonre  ,2337,86.7M,5.6B,45.5M,2021-1-24,5.4M,73.3K
addisonre  ,2337,86.7M,5.6B,44M,2021-1-22,5.5M,53.3K
addisonre  ,2337,86.7M,5.6B,52.8M,2021-1-21,7.4M,81K
addisonre  ,2337,86.7M,5.6B,85.9M,2021-1-19,8.8M,103.7K
addisonre  ,2337,86.7M,5.6B,38.3M,2021-1-16,4M,84.3K
addisonre  ,2337,86.7M,5.6B,47.2M,2021-1-16,6.8M,80.5K
addisonre  ,2337,86.7M,5.6B,47.2M,2021-1-14,7M,72.7K
addisonre  ,2337,86.7M,5.6B,42.2M,2021-1-13,4.6M,70.2K
addisonre  ,2337,86.7M,5.6B,31.5M,2021-1-10,3.8M,61.3K
addisonre  ,2337,86.7M,5.6B,53.8M,2021-1-8,7.4M,75.8K
addisonre  ,2337,86.7M,5.6B,51.3M,2021-1-8,5M,49.1K
addisonre  ,2337,86.7M,5.6B,45.6M,2021-1-8,6.4M,63.9K
addisonre  ,2337,86.7M,5.6B,51.1M,2021-1-8,8.2M,74.3K
addisonre  ,2337,86.7M,5.6B,33.8M,2021-1-8,3.7M,34.2K
addisonre  ,2337,86.7M,5.6B,24.1M,2021-1-6,2.6M,34.9K
addisonre  ,2337,86.7M,5.6B,28.6M,2021-1-5,3.6M,55K
addisonre  ,2337,86.7M,5.6B,24.1M,2021-1-4,2.2M,38.2K
addisonre  ,2337,86.7M,5.6B,73.1M,2021-1-4,8.8M,135.5K
addisonre  ,2337,86.7M,5.6B,47.2M,2021-1-4,5.8M,40K
addisonre  ,2337,86.7M,5.6B,64.7M,2021-1-4,8.2M,43.1K
addisonre  ,2337,86.7M,5.6B,29.1M,2021-1-2,3.6M,43.1K
addisonre  ,2337,86.7M,5.6B,34.1M,2021-1-2,4.6M,23.4K
addisonre  ,2337,86.7M,5.6B,64.4M,2021-1-2,8.3M,87.4K
addisonre  ,2337,86.7M,5.6B,47.9M,2021-1-2,6M,49.6K
addisonre  ,2337,86.7M,5.6B,21.4M,2021-1-2,2.8M,29.2K
addisonre  ,2337,86.7M,5.6B,40.6M,2021-1-1,6.2M,42.1K
addisonre  ,2337,86.7M,5.6B,45.6M,2021-1-1,9.3M,81.2K
addisonre  ,2337,86.7M,5.6B,22.1M,2021-1-1,3.2M,18.1K
addisonre  ,2337,86.7M,5.6B,21.2M,2021-1-1,2.9M,58.7K
addisonre  ,2337,86.7M,5.6B,22.9M,2020-12-31,3.6M,36K
addisonre  ,2337,86.7M,5.6B,21.7M,2020-12-31,3.7M,30.2K
addisonre  ,2337,86.7M,5.6B,39.5M,2020-12-29,5.6M,71.4K
addisonre  ,2337,86.7M,5.6B,70.3M,2020-12-29,10.3M,78.7K
addisonre  ,2337,86.7M,5.6B,62.2M,2020-12-28,8.9M,69.6K
addisonre  ,2337,86.7M,5.6B,47.8M,2020-12-28,6.3M,37.2K
addisonre  ,2337,86.7M,5.6B,34.3M,2020-12-28,4.8M,39K
addisonre  ,2337,86.7M,5.6B,21.7M,2020-12-28,2.7M,27.3K
addisonre  ,2337,86.7M,5.6B,27.6M,2020-12-28,3.8M,29K
addisonre  ,2337,86.7M,5.6B,22.2M,2020-12-24,2.2M,31.2K
addisonre  ,2337,86.7M,5.6B,36.5M,2020-12-24,5.7M,152.6K
addisonre  ,2337,86.7M,5.6B,39.3M,2020-12-23,6.9M,61.8K
addisonre  ,2337,86.7M,5.6B,62.5M,2020-12-20,9.5M,130.1K
addisonre  ,2337,86.7M,5.6B,43.6M,2020-12-10,5.9M,134.3K
addisonre  ,2337,86.7M,5.6B,35.5M,2020-12-10,4.6M,58.4K
addisonre  ,2337,86.7M,5.6B,22M,2020-12-10,4.2M,39.5K
addisonre  ,2337,86.7M,5.6B,54.6M,2020-12-10,7.7M,60.9K
addisonre  ,2337,86.7M,5.6B,41.7M,2020-12-8,5.4M,87.5K
addisonre  ,2337,86.7M,5.6B,44.2M,2020-12-8,5.6M,48.7K
addisonre  ,2337,86.7M,5.6B,39.5M,2020-12-4,4.9M,60.1K
addisonre  ,2337,86.7M,5.6B,29.5M,2020-12-4,3.6M,25.6K
addisonre  ,2337,86.7M,5.6B,43.6M,2020-12-3,6M,39.5K
addisonre  ,2337,86.7M,5.6B,25.7M,2020-12-3,3.2M,27.2K
addisonre  ,2337,86.7M,5.6B,44M,2020-12-2,6.9M,48.9K
addisonre  ,2337,86.7M,5.6B,44.8M,2020-12-2,6.7M,83.4K
addisonre  ,2337,86.7M,5.6B,27.5M,2020-12-2,3.5M,30.4K
addisonre  ,2337,86.7M,5.6B,27.2M,2020-12-1,3.6M,23.3K
addisonre  ,2337,86.7M,5.6B,34.8M,2020-11-30,5.2M,35K
addisonre  ,2337,86.7M,5.6B,34.6M,2020-11-30,4.8M,46.2K
addisonre  ,2337,86.7M,5.6B,35.3M,2020-11-28,5.3M,61K
addisonre  ,2337,86.7M,5.6B,32M,2020-11-28,3.4M,41.9K
addisonre  ,2337,86.7M,5.6B,37.2M,2020-11-26,5M,50.4K
addisonre  ,2337,86.7M,5.6B,36.4M,2020-11-25,4.6M,63.7K
addisonre  ,2337,86.7M,5.6B,42.3M,2020-11-24,5.8M,53.2K
addisonre  ,2337,86.7M,5.6B,32.7M,2020-11-23,3.6M,28.9K
addisonre  ,2337,86.7M,5.6B,94.3M,2020-11-23,10.9M,140K
addisonre  ,2337,86.7M,5.6B,34.8M,2020-11-22,3.7M,37.6K
addisonre  ,2337,86.7M,5.6B,88.2M,2020-11-22,11.9M,106.3K
addisonre  ,2337,86.7M,5.6B,24.4M,2020-11-21,2.2M,43.5K
addisonre  ,2337,86.7M,5.6B,56.6M,2020-11-19,9.6M,100.5K
addisonre  ,2337,86.7M,5.6B,50.6M,2020-11-19,5.7M,39K
addisonre  ,2337,86.7M,5.6B,36M,2020-11-18,4.6M,44.7K
addisonre  ,2337,86.7M,5.6B,48.8M,2020-11-18,7.5M,38.9K
addisonre  ,2337,86.7M,5.6B,87.9M,2020-11-16,12.8M,148.7K
addisonre  ,2337,86.7M,5.6B,67.5M,2020-11-16,8.8M,107.2K
addisonre  ,2337,86.7M,5.6B,43.5M,2020-11-16,5.3M,37.5K
addisonre  ,2337,86.7M,5.6B,73.4M,2020-11-15,9.7M,0
addisonre  ,2337,86.7M,5.6B,30.2M,2020-11-15,3.5M,26.3K
addisonre  ,2337,86.7M,5.6B,28.8M,2020-11-15,3.2M,23.9K
addisonre  ,2337,86.7M,5.6B,68.4M,2020-11-15,8.2M,60.3K
addisonre  ,2337,86.7M,5.6B,26.4M,2020-11-14,3.4M,26K
addisonre  ,2337,86.7M,5.6B,27.9M,2020-11-13,3.3M,34.4K
addisonre  ,2337,86.7M,5.6B,34.5M,2020-11-11,5.1M,76.5K
addisonre  ,2337,86.7M,5.6B,35.8M,2020-11-10,5M,26.1K
addisonre  ,2337,86.7M,5.6B,66.1M,2020-11-9,9.7M,65.9K
addisonre  ,2337,86.7M,5.6B,91.3M,2020-11-9,8.6M,62.3K
addisonre  ,2337,86.7M,5.6B,45.9M,2020-11-6,4.6M,58.6K
addisonre  ,2337,86.7M,5.6B,34.4M,2020-11-5,3.8M,36.5K
addisonre  ,2337,86.7M,5.6B,47.2M,2020-11-5,7.5M,59.6K
addisonre  ,2337,86.7M,5.6B,52.8M,2020-11-4,6.2M,33.9K
addisonre  ,2337,86.7M,5.6B,85.2M,2020-11-2,11.5M,236.3K
addisonre  ,2337,86.7M,5.6B,35.7M,2020-11-2,3.7M,24K
addisonre  ,2337,86.7M,5.6B,39.8M,2020-11-2,5.2M,25.8K
addisonre  ,2337,86.7M,5.6B,124.6M,2020-11-1,15.8M,271K
addisonre  ,2337,86.7M,5.6B,48.5M,2020-10-29,5.8M,32.3K
addisonre  ,2337,86.7M,5.6B,44.9M,2020-10-28,5.2M,48.3K
addisonre  ,2337,86.7M,5.6B,68.3M,2020-10-28,8.9M,121.9K
addisonre  ,2337,86.7M,5.6B,75.1M,2020-10-27,10.8M,296.6K
addisonre  ,2337,86.7M,5.6B,53.1M,2020-10-27,7.3M,118.9K
addisonre  ,2337,86.7M,5.6B,34.8M,2020-10-26,4.7M,43.5K
addisonre  ,2337,86.7M,5.6B,44M,2020-10-26,5.2M,34.8K
addisonre  ,2337,86.7M,5.6B,85.5M,2020-10-24,10.7M,87.7K
addisonre  ,2337,86.7M,5.6B,57.2M,2020-10-24,6.1M,48K
addisonre  ,2337,86.7M,5.6B,53.2M,2020-10-24,5.1M,65.3K
addisonre  ,2337,86.7M,5.6B,31M,2020-10-24,4.3M,36.3K
addisonre  ,2337,86.7M,5.6B,29.1M,2020-10-23,4.2M,36.3K
addisonre  ,2337,86.7M,5.6B,32.7M,2020-10-23,4.2M,40.1K
addisonre  ,2337,86.7M,5.6B,37.9M,2020-10-20,4.7M,66.4K
addisonre  ,2337,86.7M,5.6B,64.2M,2020-10-20,7.3M,39.1K
addisonre  ,2337,86.7M,5.6B,49.4M,2020-10-18,6.6M,77.8K
addisonre  ,2337,86.7M,5.6B,76.3M,2020-10-18,10.2M,81.5K
addisonre  ,2337,86.7M,5.6B,30.4M,2020-10-17,3.5M,25.2K
addisonre  ,2337,86.7M,5.6B,43.5M,2020-10-15,5.6M,77K
addisonre  ,2337,86.7M,5.6B,53.4M,2020-10-15,7.3M,72.3K
addisonre  ,2337,86.7M,5.6B,42.6M,2020-10-14,5.3M,34.5K
addisonre  ,2337,86.7M,5.6B,28.4M,2020-10-13,3.4M,46K
addisonre  ,2337,86.7M,5.6B,47.5M,2020-10-11,6.2M,45.8K
addisonre  ,2337,86.7M,5.6B,123.3M,2020-10-10,15.8M,118.5K
addisonre  ,2337,86.7M,5.6B,90.3M,2020-10-7,10.7M,126.6K
addisonre  ,2337,86.7M,5.6B,49.6M,2020-10-7,5.2M,44.5K
addisonre  ,2337,86.7M,5.6B,42.8M,2020-10-6,4.6M,56.2K
addisonre  ,2337,86.7M,5.6B,62.7M,2020-10-6,7.6M,142.7K
addisonre  ,2337,86.7M,5.6B,79.6M,2020-10-5,9.3M,215.1K
addisonre  ,2337,86.7M,5.6B,40.9M,2020-10-5,5.9M,48.6K
addisonre  ,2337,86.7M,5.6B,37.5M,2020-10-4,4.3M,55.6K
addisonre  ,2337,86.7M,5.6B,36.1M,2020-10-2,4.8M,75.1K
addisonre  ,2337,86.7M,5.6B,59.6M,2020-10-1,8.1M,123K
addisonre  ,2337,86.7M,5.6B,44.6M,2020-9-30,5.6M,88.1K
addisonre  ,2337,86.7M,5.6B,29.9M,2020-9-30,3M,38.1K
addisonre  ,2337,86.7M,5.6B,36.8M,2020-9-30,5.2M,49.6K
addisonre  ,2337,86.7M,5.6B,41.1M,2020-9-29,5.3M,45.8K
addisonre  ,2337,86.7M,5.6B,62.6M,2020-9-28,7.6M,88.7K
addisonre  ,2337,86.7M,5.6B,79.2M,2020-9-28,11.2M,113.3K
addisonre  ,2337,86.7M,5.6B,38.3M,2020-9-28,5.1M,41.5K
addisonre  ,2337,86.7M,5.6B,37.9M,2020-9-27,4.5M,51.7K
addisonre  ,2337,86.7M,5.6B,74.3M,2020-9-26,11M,76.2K
addisonre  ,2337,86.7M,5.6B,41.5M,2020-9-26,6.2M,32.5K
addisonre  ,2337,86.7M,5.6B,28.5M,2020-9-26,4.2M,36.6K
addisonre  ,2337,86.7M,5.6B,28.2M,2020-9-25,3.5M,39.9K
addisonre  ,2337,86.7M,5.6B,33.1M,2020-9-24,3.7M,38.4K
addisonre  ,2337,86.7M,5.6B,33.2M,2020-9-24,4.2M,27.7K
addisonre  ,2337,86.7M,5.6B,84.4M,2020-9-24,9.3M,64.7K
addisonre  ,2337,86.7M,5.6B,40M,2020-9-24,5M,29.8K
addisonre  ,2337,86.7M,5.6B,53.3M,2020-9-24,8.1M,63.4K
addisonre  ,2337,86.7M,5.6B,31.4M,2020-9-23,3.7M,35K
addisonre  ,2337,86.7M,5.6B,25.1M,2020-9-23,3.5M,23.4K
addisonre  ,2337,86.7M,5.6B,18.6M,2020-9-23,1.6M,6634
addisonre  ,2337,86.7M,5.6B,27.7M,2020-9-23,3.7M,23.1K
addisonre  ,2337,86.7M,5.6B,22.7M,2020-9-22,3M,36.4K
addisonre  ,2337,86.7M,5.6B,57M,2020-9-22,10.1M,64.6K
addisonre  ,2337,86.7M,5.6B,26.1M,2020-9-22,3.6M,21K
addisonre  ,2337,86.7M,5.6B,29.7M,2020-9-22,5M,34.8K
addisonre  ,2337,86.7M,5.6B,26.7M,2020-9-21,3.8M,35.5K
addisonre  ,2337,86.7M,5.6B,69M,2020-9-21,7.5M,66.6K
addisonre  ,2337,86.7M,5.6B,23.4M,2020-9-20,3.2M,31.6K
addisonre  ,2337,86.7M,5.6B,24.7M,2020-9-19,3.6M,42.5K
addisonre  ,2337,86.7M,5.6B,64.9M,2020-9-19,11.8M,109.2K
addisonre  ,2337,86.7M,5.6B,22.5M,2020-9-19,2.7M,23.4K
addisonre  ,2337,86.7M,5.6B,43.6M,2020-9-18,5.9M,56.9K
addisonre  ,2337,86.7M,5.6B,43.1M,2020-9-18,6.7M,69.7K
addisonre  ,2337,86.7M,5.6B,49M,2020-9-18,5.8M,65.6K
addisonre  ,2337,86.7M,5.6B,118.5M,2020-9-18,13.2M,94.8K
addisonre  ,2337,86.7M,5.6B,50.3M,2020-9-17,4.8M,41.8K
addisonre  ,2337,86.7M,5.6B,58.5M,2020-9-15,8.8M,103.6K
addisonre  ,2337,86.7M,5.6B,28.5M,2020-9-15,3.5M,41.1K
addisonre  ,2337,86.7M,5.6B,31.4M,2020-9-14,4.5M,59.7K
addisonre  ,2337,86.7M,5.6B,62.1M,2020-9-14,7.1M,152.4K
addisonre  ,2337,86.7M,5.6B,44.4M,2020-9-14,6.8M,57.3K
addisonre  ,2337,86.7M,5.6B,28.7M,2020-9-13,4.3M,43.8K
addisonre  ,2337,86.7M,5.6B,25M,2020-9-13,3.4M,24.8K
addisonre  ,2337,86.7M,5.6B,36.5M,2020-9-13,5.9M,39K
addisonre  ,2337,86.7M,5.6B,32.1M,2020-9-11,5.2M,62.7K
addisonre  ,2337,86.7M,5.6B,37.2M,2020-9-10,6.3M,80.8K
addisonre  ,2337,86.7M,5.6B,30.1M,2020-9-10,3.5M,47.9K
addisonre  ,2337,86.7M,5.6B,38.5M,2020-9-10,5.8M,109.7K
addisonre  ,2337,86.7M,5.6B,21.1M,2020-9-10,2.5M,16.5K
addisonre  ,2337,86.7M,5.6B,27.8M,2020-9-9,4.5M,31.3K
addisonre  ,2337,86.7M,5.6B,41.6M,2020-9-8,7.3M,71.2K
addisonre  ,2337,86.7M,5.6B,30M,2020-9-8,5M,50.5K
addisonre  ,2337,86.7M,5.6B,38.5M,2020-9-8,4.4M,61.2K
addisonre  ,2337,86.7M,5.6B,28.6M,2020-9-5,3.5M,65.4K
addisonre  ,2337,86.7M,5.6B,38.2M,2020-9-5,5M,47K
addisonre  ,2337,86.7M,5.6B,54.6M,2020-9-5,6.4M,42.6K
addisonre  ,2337,86.7M,5.6B,109.6M,2020-9-5,11.6M,87.4K
addisonre  ,2337,86.7M,5.6B,37.6M,2020-9-5,3.9M,37.1K
addisonre  ,2337,86.7M,5.6B,46.9M,2020-9-5,5.8M,35.2K
addisonre  ,2337,86.7M,5.6B,78.7M,2020-9-4,8.9M,121.7K
addisonre  ,2337,86.7M,5.6B,30.9M,2020-9-4,4.2M,69.7K
addisonre  ,2337,86.7M,5.6B,34.6M,2020-9-4,4.2M,21.2K
addisonre  ,2337,86.7M,5.6B,22.9M,2020-9-4,2.9M,102.1K
addisonre  ,2337,86.7M,5.6B,33.4M,2020-9-4,4.4M,40.7K
addisonre  ,2337,86.7M,5.6B,81.2M,2020-9-3,9.1M,92K
addisonre  ,2337,86.7M,5.6B,39.2M,2020-9-2,6.3M,102.5K
addisonre  ,2337,86.7M,5.6B,21.1M,2020-9-2,3M,30.3K
addisonre  ,2337,86.7M,5.6B,28M,2020-9-2,4.2M,39.3K
addisonre  ,2337,86.7M,5.6B,26.2M,2020-9-1,3.7M,32.9K
addisonre  ,2337,86.7M,5.6B,45.1M,2020-8-31,7.8M,63K
addisonre  ,2337,86.7M,5.6B,25.9M,2020-8-31,3.8M,47.1K
addisonre  ,2337,86.7M,5.6B,44.3M,2020-8-29,6.8M,65.1K
addisonre  ,2337,86.7M,5.6B,44.1M,2020-8-29,5.8M,54.9K
addisonre  ,2337,86.7M,5.6B,28.6M,2020-8-29,3.6M,24.5K
addisonre  ,2337,86.7M,5.6B,79.3M,2020-8-29,11.9M,82K
addisonre  ,2337,86.7M,5.6B,57.3M,2020-8-26,8.2M,83.1K
addisonre  ,2337,86.7M,5.6B,88.9M,2020-8-26,12.9M,164.5K
addisonre  ,2337,86.7M,5.6B,39.8M,2020-8-25,4.7M,53.5K
addisonre  ,2337,86.7M,5.6B,112.7M,2020-8-24,13.5M,168.7K
addisonre  ,2337,86.7M,5.6B,204M,2020-8-23,17M,186.4K
addisonre  ,2337,86.7M,5.6B,309M,2020-8-22,24.6M,465.1K
addisonre  ,2337,86.7M,5.6B,51M,2020-8-21,3.5M,30.7K
addisonre  ,2337,86.7M,5.6B,44.5M,2020-8-19,5.2M,46.4K
addisonre  ,2337,86.7M,5.6B,35.9M,2020-8-19,4.1M,79K
addisonre  ,2337,86.7M,5.6B,44.7M,2020-8-17,6.4M,80K
addisonre  ,2337,86.7M,5.6B,34.3M,2020-8-17,4.1M,55.5K
addisonre  ,2337,86.7M,5.6B,58.7M,2020-8-17,9.1M,67.8K
addisonre  ,2337,86.7M,5.6B,27.7M,2020-8-17,3M,36K
addisonre  ,2337,86.7M,5.6B,67.9M,2020-8-16,6.6M,98.3K
addisonre  ,2337,86.7M,5.6B,47M,2020-8-16,6.3M,67.9K
addisonre  ,2337,86.7M,5.6B,35.8M,2020-8-16,5M,63.7K
addisonre  ,2337,86.7M,5.6B,45.5M,2020-8-14,5.5M,224.3K
addisonre  ,2337,86.7M,5.6B,39.6M,2020-8-14,5.5M,36.1K
addisonre  ,2337,86.7M,5.6B,28.9M,2020-8-14,3.7M,32.6K
addisonre  ,2337,86.7M,5.6B,23.9M,2020-8-13,2.7M,36.8K
addisonre  ,2337,86.7M,5.6B,26.3M,2020-8-13,3.9M,49.4K
addisonre  ,2337,86.7M,5.6B,23.7M,2020-8-12,3M,47.1K
addisonre  ,2337,86.7M,5.6B,28.7M,2020-8-12,3.8M,62.9K
addisonre  ,2337,86.7M,5.6B,50.2M,2020-8-12,5.7M,60.1K
addisonre  ,2337,86.7M,5.6B,25.3M,2020-8-12,3.5M,42.4K
addisonre  ,2337,86.7M,5.6B,23.8M,2020-8-12,3.5M,38.8K
addisonre  ,2337,86.7M,5.6B,36.8M,2020-8-12,5.7M,53.8K
addisonre  ,2337,86.7M,5.6B,19M,2020-8-11,2.5M,40.8K
addisonre  ,2337,86.7M,5.6B,31.1M,2020-8-10,4M,46.8K
addisonre  ,2337,86.7M,5.6B,19.7M,2020-8-10,2.4M,24.3K
addisonre  ,2337,86.7M,5.6B,36.1M,2020-8-8,4.9M,90.9K
addisonre  ,2337,86.7M,5.6B,49.3M,2020-8-7,6.9M,78K
addisonre  ,2337,86.7M,5.6B,44.3M,2020-8-7,5.4M,57.9K
addisonre  ,2337,86.7M,5.6B,72M,2020-8-6,7.2M,46.6K
addisonre  ,2337,86.7M,5.6B,39M,2020-8-6,5.6M,28K
addisonre  ,2337,86.7M,5.6B,30.9M,2020-8-5,4.3M,57.4K
addisonre  ,2337,86.7M,5.6B,37.3M,2020-8-5,5.7M,49.6K
addisonre  ,2337,86.7M,5.6B,35.5M,2020-8-4,4.6M,43.2K
addisonre  ,2337,86.7M,5.6B,39.1M,2020-8-4,5M,64.3K
addisonre  ,2337,86.7M,5.6B,39.2M,2020-8-4,5.6M,47.6K
addisonre  ,2337,86.7M,5.6B,37.1M,2020-8-3,4.1M,43.7K
addisonre  ,2337,86.7M,5.6B,42.5M,2020-8-2,5.9M,79.9K
addisonre  ,2337,86.7M,5.6B,25M,2020-8-2,3.3M,40.5K
