Name,Following,Followers,Likes,Views,V_Date,V_Likes,V_Comments
charlidamelio  ,1267,136.7M,10.6B,1.4M,3h ago ,342.1K,19K
charlidamelio  ,1267,136.7M,10.6B,4.4M,2d ago ,799.3K,55.6K
charlidamelio  ,1267,136.7M,10.6B,27M,4d ago ,5.8M,83.1K
charlidamelio  ,1267,136.7M,10.6B,9.8M,4d ago ,1.5M,35.4K
charlidamelio  ,1267,136.7M,10.6B,6.5M,4d ago ,828.5K,31.4K
charlidamelio  ,1267,136.7M,10.6B,9.2M,5d ago ,1.1M,46K
charlidamelio  ,1267,136.7M,10.6B,12M,5d ago ,1.8M,48.7K
charlidamelio  ,1267,136.7M,10.6B,11.5M,6d ago ,1.7M,50.2K
charlidamelio  ,1267,136.7M,10.6B,8.1M,1w ago ,985.1K,31K
charlidamelio  ,1267,136.7M,10.6B,16.3M,1w ago ,2.4M,72.9K
charlidamelio  ,1267,136.7M,10.6B,31.3M,2-14,4.6M,134K
charlidamelio  ,1267,136.7M,10.6B,14.8M,2-13,1.9M,40.8K
charlidamelio  ,1267,136.7M,10.6B,18M,2-12,2.6M,38.5K
charlidamelio  ,1267,136.7M,10.6B,22.7M,2-12,3.7M,24.6K
charlidamelio  ,1267,136.7M,10.6B,13.2M,2-11,1.8M,53K
charlidamelio  ,1267,136.7M,10.6B,13.3M,2-11,1.5M,23.9K
charlidamelio  ,1267,136.7M,10.6B,10.2M,2-11,1.4M,28.4K
charlidamelio  ,1267,136.7M,10.6B,16.2M,2-10,2M,30.8K
charlidamelio  ,1267,136.7M,10.6B,10.1M,2-10,1.1M,28.1K
charlidamelio  ,1267,136.7M,10.6B,15.2M,2-10,2.4M,35.6K
charlidamelio  ,1267,136.7M,10.6B,16.7M,2-10,2.7M,28.7K
charlidamelio  ,1267,136.7M,10.6B,10.6M,2-10,1.3M,17.2K
charlidamelio  ,1267,136.7M,10.6B,17.5M,2-10,3M,28K
charlidamelio  ,1267,136.7M,10.6B,8.1M,2-9,879.3K,10.7K
charlidamelio  ,1267,136.7M,10.6B,8.6M,2-9,1.2M,16.5K
charlidamelio  ,1267,136.7M,10.6B,8.7M,2-9,1.5M,24.1K
charlidamelio  ,1267,136.7M,10.6B,15.9M,2-7,2.4M,44.8K
charlidamelio  ,1267,136.7M,10.6B,28.2M,2-5,4.4M,85.6K
charlidamelio  ,1267,136.7M,10.6B,13.2M,2-4,1.7M,44.9K
charlidamelio  ,1267,136.7M,10.6B,13.7M,2-3,1.5M,45.1K
charlidamelio  ,1267,136.7M,10.6B,19.6M,1-31,2.7M,54.9K
charlidamelio  ,1267,136.7M,10.6B,97M,1-28,11.3M,674.5K
charlidamelio  ,1267,136.7M,10.6B,35.4M,1-28,4.1M,56.8K
charlidamelio  ,1267,136.7M,10.6B,30.2M,1-28,3.7M,35.9K
charlidamelio  ,1267,136.7M,10.6B,23.6M,1-26,2.9M,81.7K
charlidamelio  ,1267,136.7M,10.6B,29.3M,1-21,3.3M,76.2K
charlidamelio  ,1267,136.7M,10.6B,16.6M,1-21,1.3M,24.2K
charlidamelio  ,1267,136.7M,10.6B,30.5M,1-19,4.3M,64.1K
charlidamelio  ,1267,136.7M,10.6B,39.9M,1-17,6M,57.7K
charlidamelio  ,1267,136.7M,10.6B,42.7M,1-16,6.1M,106.3K
charlidamelio  ,1267,136.7M,10.6B,23.3M,1-16,2.8M,35K
charlidamelio  ,1267,136.7M,10.6B,25.2M,1-16,3.8M,90.1K
charlidamelio  ,1267,136.7M,10.6B,20.8M,1-15,2.5M,33.8K
charlidamelio  ,1267,136.7M,10.6B,15M,1-15,1.4M,26.8K
charlidamelio  ,1267,136.7M,10.6B,21.4M,1-12,2.5M,74.2K
charlidamelio  ,1267,136.7M,10.6B,17.6M,1-11,1.9M,28K
charlidamelio  ,1267,136.7M,10.6B,15.2M,1-11,1.5M,25.6K
charlidamelio  ,1267,136.7M,10.6B,20M,1-11,2.7M,50.8K
charlidamelio  ,1267,136.7M,10.6B,31.8M,1-9,3.8M,88.5K
charlidamelio  ,1267,136.7M,10.6B,16.3M,1-9,1.5M,60.8K
charlidamelio  ,1267,136.7M,10.6B,24.7M,1-8,4M,61.4K
charlidamelio  ,1267,136.7M,10.6B,15.3M,1-8,2M,28.3K
charlidamelio  ,1267,136.7M,10.6B,20M,1-8,2.9M,47.6K
charlidamelio  ,1267,136.7M,10.6B,22.9M,1-8,2.3M,69.7K
charlidamelio  ,1267,136.7M,10.6B,16.5M,1-7,1.8M,32.1K
charlidamelio  ,1267,136.7M,10.6B,16.7M,1-6,2.1M,54.4K
charlidamelio  ,1267,136.7M,10.6B,33.5M,1-5,4.4M,59.1K
charlidamelio  ,1267,136.7M,10.6B,21.5M,1-4,2.3M,44.6K
charlidamelio  ,1267,136.7M,10.6B,24.7M,1-4,2.8M,13.9K
charlidamelio  ,1267,136.7M,10.6B,26.6M,1-2,3.4M,56.2K
charlidamelio  ,1267,136.7M,10.6B,21M,1-2,2.1M,39.7K
charlidamelio  ,1267,136.7M,10.6B,19.6M,1-2,1.9M,25.2K
charlidamelio  ,1267,136.7M,10.6B,24.8M,1-2,2.9M,25.5K
charlidamelio  ,1267,136.7M,10.6B,27.3M,1-2,2.8M,47.8K
charlidamelio  ,1267,136.7M,10.6B,25.2M,1-1,3.2M,47.2K
charlidamelio  ,1267,136.7M,10.6B,27.4M,1-1,3.1M,47.4K
charlidamelio  ,1267,136.7M,10.6B,56.8M,1-1,6.4M,63.5K
charlidamelio  ,1267,136.7M,10.6B,15.5M,1-1,1M,13K
charlidamelio  ,1267,136.7M,10.6B,34.7M,1-1,4.3M,56.2K
charlidamelio  ,1267,136.7M,10.6B,26.3M,1-1,3.8M,60.2K
charlidamelio  ,1267,136.7M,10.6B,16.8M,2021-12-31,2.1M,43.6K
charlidamelio  ,1267,136.7M,10.6B,15.2M,2021-12-29,1M,24.4K
charlidamelio  ,1267,136.7M,10.6B,12M,2021-12-28,693.3K,15.8K
charlidamelio  ,1267,136.7M,10.6B,13.4M,2021-12-28,859.3K,22.2K
charlidamelio  ,1267,136.7M,10.6B,21.4M,2021-12-25,2.4M,38.4K
charlidamelio  ,1267,136.7M,10.6B,15M,2021-12-23,1.3M,25.1K
charlidamelio  ,1267,136.7M,10.6B,13.1M,2021-12-23,986.5K,19.3K
charlidamelio  ,1267,136.7M,10.6B,20.6M,2021-12-20,2.3M,39.9K
charlidamelio  ,1267,136.7M,10.6B,13.1M,2021-12-19,892.6K,23.5K
charlidamelio  ,1267,136.7M,10.6B,25.7M,2021-12-18,3.2M,54.9K
charlidamelio  ,1267,136.7M,10.6B,15.3M,2021-12-18,1.3M,12.7K
charlidamelio  ,1267,136.7M,10.6B,16.7M,2021-12-16,1.8M,34.4K
charlidamelio  ,1267,136.7M,10.6B,24.3M,2021-12-16,3M,22.8K
charlidamelio  ,1267,136.7M,10.6B,16.6M,2021-12-16,2.1M,21.5K
charlidamelio  ,1267,136.7M,10.6B,16.1M,2021-12-15,1.9M,32.6K
charlidamelio  ,1267,136.7M,10.6B,14.2M,2021-12-15,1.7M,28.2K
charlidamelio  ,1267,136.7M,10.6B,13.8M,2021-12-15,1.6M,14K
charlidamelio  ,1267,136.7M,10.6B,12.4M,2021-12-15,1.3M,24.8K
charlidamelio  ,1267,136.7M,10.6B,12.2M,2021-12-14,1.3M,34.1K
charlidamelio  ,1267,136.7M,10.6B,42.6M,2021-12-13,5.3M,46.5K
charlidamelio  ,1267,136.7M,10.6B,27.4M,2021-12-13,3.7M,77.3K
charlidamelio  ,1267,136.7M,10.6B,35M,2021-12-12,5M,68.2K
charlidamelio  ,1267,136.7M,10.6B,31.2M,2021-12-12,4.8M,85.2K
charlidamelio  ,1267,136.7M,10.6B,12.7M,2021-12-11,1.1M,25.9K
charlidamelio  ,1267,136.7M,10.6B,19.1M,2021-12-10,2.4M,28.2K
charlidamelio  ,1267,136.7M,10.6B,18.8M,2021-12-10,2.4M,34.1K
charlidamelio  ,1267,136.7M,10.6B,16.2M,2021-12-10,2.1M,34.6K
charlidamelio  ,1267,136.7M,10.6B,18M,2021-12-9,1.4M,39.8K
charlidamelio  ,1267,136.7M,10.6B,19M,2021-12-9,2.7M,49.8K
charlidamelio  ,1267,136.7M,10.6B,17.2M,2021-12-9,2M,29.8K
charlidamelio  ,1267,136.7M,10.6B,64M,2021-12-8,10.3M,211.6K
charlidamelio  ,1267,136.7M,10.6B,17.3M,2021-12-8,1.9M,19.4K
charlidamelio  ,1267,136.7M,10.6B,15.9M,2021-12-8,1.8M,34.3K
charlidamelio  ,1267,136.7M,10.6B,29M,2021-12-7,4.8M,73.1K
charlidamelio  ,1267,136.7M,10.6B,21.8M,2021-12-7,3.2M,26.4K
charlidamelio  ,1267,136.7M,10.6B,25.3M,2021-12-7,4.4M,89.8K
charlidamelio  ,1267,136.7M,10.6B,11.4M,2021-12-6,993.5K,40.1K
charlidamelio  ,1267,136.7M,10.6B,14.7M,2021-12-5,1.6M,38.6K
charlidamelio  ,1267,136.7M,10.6B,29M,2021-12-5,4.4M,44.1K
charlidamelio  ,1267,136.7M,10.6B,52.7M,2021-12-5,6.7M,88.6K
charlidamelio  ,1267,136.7M,10.6B,29.7M,2021-12-5,3.8M,80.8K
charlidamelio  ,1267,136.7M,10.6B,35.6M,2021-12-5,4.3M,36.8K
charlidamelio  ,1267,136.7M,10.6B,30.2M,2021-12-3,4.4M,41.2K
charlidamelio  ,1267,136.7M,10.6B,13.7M,2021-12-3,1.2M,23.7K
charlidamelio  ,1267,136.7M,10.6B,20.9M,2021-12-1,2.9M,52.8K
charlidamelio  ,1267,136.7M,10.6B,26.2M,2021-11-29,3.3M,76.4K
charlidamelio  ,1267,136.7M,10.6B,48.6M,2021-11-27,8.1M,126.1K
charlidamelio  ,1267,136.7M,10.6B,62.7M,2021-11-26,8.8M,74K
charlidamelio  ,1267,136.7M,10.6B,27.2M,2021-11-25,3.8M,82.3K
charlidamelio  ,1267,136.7M,10.6B,18.5M,2021-11-23,1.7M,43.9K
charlidamelio  ,1267,136.7M,10.6B,24.6M,2021-11-19,2.5M,73.4K
charlidamelio  ,1267,136.7M,10.6B,28.2M,2021-11-16,3.2M,73.6K
charlidamelio  ,1267,136.7M,10.6B,34.6M,2021-11-14,3.9M,62.5K
charlidamelio  ,1267,136.7M,10.6B,27.3M,2021-11-13,2.4M,77.2K
charlidamelio  ,1267,136.7M,10.6B,26.8M,2021-11-12,2.1M,47.7K
charlidamelio  ,1267,136.7M,10.6B,55.9M,2021-11-12,7.8M,126K
charlidamelio  ,1267,136.7M,10.6B,29.9M,2021-11-10,3M,64K
charlidamelio  ,1267,136.7M,10.6B,87.4M,2021-11-10,10.5M,239.5K
charlidamelio  ,1267,136.7M,10.6B,23.6M,2021-11-10,1.5M,18.3K
charlidamelio  ,1267,136.7M,10.6B,20.9M,2021-11-9,1.8M,19.5K
charlidamelio  ,1267,136.7M,10.6B,34.1M,2021-11-9,3.1M,52.9K
charlidamelio  ,1267,136.7M,10.6B,48.1M,2021-11-8,6.1M,74.7K
charlidamelio  ,1267,136.7M,10.6B,51M,2021-11-8,7.8M,77.1K
charlidamelio  ,1267,136.7M,10.6B,45M,2021-11-7,7.1M,118.3K
charlidamelio  ,1267,136.7M,10.6B,54.7M,2021-11-5,6M,103.9K
charlidamelio  ,1267,136.7M,10.6B,20.3M,2021-11-4,1.7M,16.6K
charlidamelio  ,1267,136.7M,10.6B,23.1M,2021-11-3,2.8M,41.1K
charlidamelio  ,1267,136.7M,10.6B,23.1M,2021-11-2,2.7M,52.4K
charlidamelio  ,1267,136.7M,10.6B,21.1M,2021-11-1,2M,34.5K
charlidamelio  ,1267,136.7M,10.6B,23M,2021-11-1,2.5M,30.7K
charlidamelio  ,1267,136.7M,10.6B,32.1M,2021-11-1,4.8M,47K
charlidamelio  ,1267,136.7M,10.6B,30.2M,2021-10-31,4.2M,67.3K
charlidamelio  ,1267,136.7M,10.6B,66.2M,2021-10-31,11.4M,178.5K
charlidamelio  ,1267,136.7M,10.6B,25.8M,2021-10-30,3.3M,50.8K
charlidamelio  ,1267,136.7M,10.6B,40.3M,2021-10-30,6.3M,112.8K
charlidamelio  ,1267,136.7M,10.6B,28.3M,2021-10-29,4.6M,31.5K
charlidamelio  ,1267,136.7M,10.6B,18M,2021-10-29,1.4M,26.2K
charlidamelio  ,1267,136.7M,10.6B,71.1M,2021-10-29,9.7M,187.5K
charlidamelio  ,1267,136.7M,10.6B,28.8M,2021-10-29,3.7M,54.4K
charlidamelio  ,1267,136.7M,10.6B,17.3M,2021-10-28,1.3M,25.8K
charlidamelio  ,1267,136.7M,10.6B,20.1M,2021-10-28,2.2M,39.4K
charlidamelio  ,1267,136.7M,10.6B,29.3M,2021-10-28,4M,50.2K
charlidamelio  ,1267,136.7M,10.6B,26.1M,2021-10-24,2.7M,59.1K
charlidamelio  ,1267,136.7M,10.6B,31.2M,2021-10-24,3.6M,32.6K
charlidamelio  ,1267,136.7M,10.6B,30.4M,2021-10-22,3.8M,94.7K
charlidamelio  ,1267,136.7M,10.6B,35.3M,2021-10-16,3.8M,95.7K
charlidamelio  ,1267,136.7M,10.6B,33.9M,2021-10-16,3.5M,49.7K
charlidamelio  ,1267,136.7M,10.6B,47.8M,2021-10-15,5.9M,139.3K
charlidamelio  ,1267,136.7M,10.6B,42.1M,2021-10-14,4.1M,80.8K
charlidamelio  ,1267,136.7M,10.6B,56.1M,2021-10-14,6.3M,162.2K
charlidamelio  ,1267,136.7M,10.6B,25.7M,2021-10-13,3M,49K
charlidamelio  ,1267,136.7M,10.6B,24.8M,2021-10-12,3.1M,41.7K
charlidamelio  ,1267,136.7M,10.6B,21.2M,2021-10-11,2.3M,32.8K
charlidamelio  ,1267,136.7M,10.6B,23.5M,2021-10-10,2.4M,38.9K
charlidamelio  ,1267,136.7M,10.6B,26.2M,2021-10-10,3.4M,48.7K
charlidamelio  ,1267,136.7M,10.6B,16.7M,2021-10-10,1.5M,21K
charlidamelio  ,1267,136.7M,10.6B,38.4M,2021-10-10,5M,69.3K
charlidamelio  ,1267,136.7M,10.6B,26M,2021-10-10,3.7M,30.4K
charlidamelio  ,1267,136.7M,10.6B,14.4M,2021-10-10,1.3M,9558
charlidamelio  ,1267,136.7M,10.6B,17.4M,2021-10-9,2.3M,66.8K
charlidamelio  ,1267,136.7M,10.6B,27.2M,2021-10-8,3.2M,49.7K
charlidamelio  ,1267,136.7M,10.6B,113.2M,2021-10-7,10.6M,238.3K
charlidamelio  ,1267,136.7M,10.6B,25.6M,2021-10-5,3.1M,43.3K
charlidamelio  ,1267,136.7M,10.6B,34.4M,2021-10-2,4.6M,67.5K
charlidamelio  ,1267,136.7M,10.6B,23.6M,2021-10-2,2.5M,29.6K
charlidamelio  ,1267,136.7M,10.6B,19.6M,2021-10-2,2.2M,26.2K
charlidamelio  ,1267,136.7M,10.6B,18.4M,2021-9-30,1.7M,31.6K
charlidamelio  ,1267,136.7M,10.6B,17.5M,2021-9-28,1.9M,46K
charlidamelio  ,1267,136.7M,10.6B,19.1M,2021-9-26,2M,40.2K
charlidamelio  ,1267,136.7M,10.6B,25.3M,2021-9-26,3M,19.4K
charlidamelio  ,1267,136.7M,10.6B,17.2M,2021-9-26,1.6M,15.9K
charlidamelio  ,1267,136.7M,10.6B,20.8M,2021-9-24,2M,45.1K
charlidamelio  ,1267,136.7M,10.6B,18.4M,2021-9-24,1.8M,32.4K
charlidamelio  ,1267,136.7M,10.6B,42.4M,2021-9-24,6.2M,108K
charlidamelio  ,1267,136.7M,10.6B,16M,2021-9-23,1.6M,25.5K
charlidamelio  ,1267,136.7M,10.6B,34.2M,2021-9-23,4.5M,47.2K
charlidamelio  ,1267,136.7M,10.6B,20.1M,2021-9-21,2.4M,49.6K
charlidamelio  ,1267,136.7M,10.6B,23.9M,2021-9-20,2.9M,60.7K
charlidamelio  ,1267,136.7M,10.6B,18.9M,2021-9-20,2.1M,31.5K
charlidamelio  ,1267,136.7M,10.6B,29.4M,2021-9-20,3.9M,66.8K
charlidamelio  ,1267,136.7M,10.6B,18.6M,2021-9-20,2M,14.7K
charlidamelio  ,1267,136.7M,10.6B,15.3M,2021-9-20,1.5M,15K
charlidamelio  ,1267,136.7M,10.6B,19.8M,2021-9-19,2.4M,20.7K
charlidamelio  ,1267,136.7M,10.6B,15.5M,2021-9-19,1.7M,11.8K
charlidamelio  ,1267,136.7M,10.6B,15.4M,2021-9-19,1.7M,10.5K
charlidamelio  ,1267,136.7M,10.6B,17.2M,2021-9-19,2.5M,32.9K
charlidamelio  ,1267,136.7M,10.6B,33.6M,2021-9-19,6.3M,107.5K
charlidamelio  ,1267,136.7M,10.6B,29.3M,2021-9-16,3.7M,84.1K
charlidamelio  ,1267,136.7M,10.6B,32.4M,2021-9-16,3.2M,44K
charlidamelio  ,1267,136.7M,10.6B,16.6M,2021-9-15,1.9M,30.6K
charlidamelio  ,1267,136.7M,10.6B,13.7M,2021-9-15,1.2M,16.9K
charlidamelio  ,1267,136.7M,10.6B,18.5M,2021-9-14,2.1M,52.4K
charlidamelio  ,1267,136.7M,10.6B,27.1M,2021-9-11,3.6M,141.7K
charlidamelio  ,1267,136.7M,10.6B,22.3M,2021-9-10,2.4M,33.8K
charlidamelio  ,1267,136.7M,10.6B,45.7M,2021-9-10,5.7M,58.7K
charlidamelio  ,1267,136.7M,10.6B,41.9M,2021-9-10,3.8M,33.3K
charlidamelio  ,1267,136.7M,10.6B,35.1M,2021-9-8,2.5M,0
charlidamelio  ,1267,136.7M,10.6B,24.8M,2021-9-8,3M,55.6K
charlidamelio  ,1267,136.7M,10.6B,18M,2021-9-8,1.8M,26.8K
charlidamelio  ,1267,136.7M,10.6B,25.4M,2021-9-5,3.1M,113.1K
charlidamelio  ,1267,136.7M,10.6B,23.5M,2021-9-3,2.2M,68.3K
charlidamelio  ,1267,136.7M,10.6B,25.9M,2021-9-2,3M,60.2K
charlidamelio  ,1267,136.7M,10.6B,40.4M,2021-9-2,4.6M,88.8K
charlidamelio  ,1267,136.7M,10.6B,22.2M,2021-8-31,1.9M,55.4K
charlidamelio  ,1267,136.7M,10.6B,31.9M,2021-8-31,3.6M,64.6K
charlidamelio  ,1267,136.7M,10.6B,23.9M,2021-8-31,2.7M,32.1K
charlidamelio  ,1267,136.7M,10.6B,30.9M,2021-8-28,4M,91.4K
charlidamelio  ,1267,136.7M,10.6B,20.5M,2021-8-27,1.6M,42.9K
charlidamelio  ,1267,136.7M,10.6B,40.2M,2021-8-21,4.6M,218.5K
charlidamelio  ,1267,136.7M,10.6B,35.3M,2021-8-21,4.2M,61.2K
charlidamelio  ,1267,136.7M,10.6B,30M,2021-8-19,3M,65.8K
charlidamelio  ,1267,136.7M,10.6B,34.9M,2021-8-19,3M,29.2K
charlidamelio  ,1267,136.7M,10.6B,32.5M,2021-8-16,3.8M,120.4K
charlidamelio  ,1267,136.7M,10.6B,36.6M,2021-8-15,4M,84.3K
charlidamelio  ,1267,136.7M,10.6B,26.1M,2021-8-14,2.2M,42.8K
charlidamelio  ,1267,136.7M,10.6B,30.6M,2021-8-13,3.2M,79.8K
charlidamelio  ,1267,136.7M,10.6B,24.8M,2021-8-12,2.3M,42.2K
charlidamelio  ,1267,136.7M,10.6B,28M,2021-8-10,3M,162.8K
charlidamelio  ,1267,136.7M,10.6B,37.2M,2021-8-6,4.1M,252.7K
charlidamelio  ,1267,136.7M,10.6B,35.9M,2021-7-31,2.8M,256.3K
charlidamelio  ,1267,136.7M,10.6B,42.1M,2021-7-26,2.8M,133.4K
charlidamelio  ,1267,136.7M,10.6B,61.1M,2021-7-26,7.8M,120.9K
charlidamelio  ,1267,136.7M,10.6B,53.5M,2021-7-26,4.2M,65.1K
charlidamelio  ,1267,136.7M,10.6B,34.6M,2021-7-26,3.6M,44.5K
charlidamelio  ,1267,136.7M,10.6B,25.6M,2021-7-26,2.1M,32K
charlidamelio  ,1267,136.7M,10.6B,39M,2021-7-24,4.9M,89.8K
charlidamelio  ,1267,136.7M,10.6B,31.1M,2021-7-23,3.1M,49K
charlidamelio  ,1267,136.7M,10.6B,23.4M,2021-7-23,1.8M,16.4K
charlidamelio  ,1267,136.7M,10.6B,28.6M,2021-7-23,2.8M,40.3K
charlidamelio  ,1267,136.7M,10.6B,24.4M,2021-7-22,2.4M,40.3K
charlidamelio  ,1267,136.7M,10.6B,39.2M,2021-7-20,3M,0
charlidamelio  ,1267,136.7M,10.6B,32.6M,2021-7-18,3.7M,121.8K
charlidamelio  ,1267,136.7M,10.6B,50.2M,2021-7-16,6.3M,114.3K
charlidamelio  ,1267,136.7M,10.6B,32.5M,2021-7-16,2.2M,59K
charlidamelio  ,1267,136.7M,10.6B,29.9M,2021-7-15,3.3M,93.8K
charlidamelio  ,1267,136.7M,10.6B,80.6M,2021-7-14,7.6M,116.9K
charlidamelio  ,1267,136.7M,10.6B,32M,2021-7-11,2.5M,76.9K
charlidamelio  ,1267,136.7M,10.6B,48.6M,2021-7-6,4.8M,118.2K
charlidamelio  ,1267,136.7M,10.6B,75.7M,2021-7-5,7.9M,96.3K
charlidamelio  ,1267,136.7M,10.6B,57.6M,2021-7-5,5.6M,62.5K
charlidamelio  ,1267,136.7M,10.6B,85.4M,2021-7-5,8.1M,122.5K
charlidamelio  ,1267,136.7M,10.6B,46.3M,2021-7-5,3.9M,22.9K
charlidamelio  ,1267,136.7M,10.6B,41.8M,2021-7-3,4M,69.7K
charlidamelio  ,1267,136.7M,10.6B,49.3M,2021-6-28,4M,112.2K
charlidamelio  ,1267,136.7M,10.6B,46.4M,2021-6-28,4.7M,60.8K
charlidamelio  ,1267,136.7M,10.6B,39.7M,2021-6-28,3.7M,56.3K
charlidamelio  ,1267,136.7M,10.6B,33.5M,2021-6-27,3.3M,60.6K
charlidamelio  ,1267,136.7M,10.6B,34.9M,2021-6-27,3.5M,55.3K
charlidamelio  ,1267,136.7M,10.6B,34.6M,2021-6-26,2.8M,58.1K
charlidamelio  ,1267,136.7M,10.6B,28.4M,2021-6-25,2.9M,46.3K
charlidamelio  ,1267,136.7M,10.6B,46.6M,2021-6-22,4.5M,180.5K
charlidamelio  ,1267,136.7M,10.6B,43M,2021-6-22,3.6M,58K
charlidamelio  ,1267,136.7M,10.6B,39.7M,2021-6-22,3.6M,47K
charlidamelio  ,1267,136.7M,10.6B,30.8M,2021-6-22,2.8M,24.2K
charlidamelio  ,1267,136.7M,10.6B,38.7M,2021-6-22,4.2M,55.5K
charlidamelio  ,1267,136.7M,10.6B,31.9M,2021-6-21,2.9M,33.4K
charlidamelio  ,1267,136.7M,10.6B,55.5M,2021-6-21,4.2M,55K
charlidamelio  ,1267,136.7M,10.6B,51.4M,2021-6-21,2.5M,27.4K
charlidamelio  ,1267,136.7M,10.6B,44.2M,2021-6-20,2.6M,36.9K
charlidamelio  ,1267,136.7M,10.6B,25.6M,2021-6-20,2.2M,12.9K
charlidamelio  ,1267,136.7M,10.6B,24.6M,2021-6-20,2.2M,9365
charlidamelio  ,1267,136.7M,10.6B,21.7M,2021-6-20,1.9M,9503
charlidamelio  ,1267,136.7M,10.6B,32.4M,2021-6-19,3.6M,35.6K
charlidamelio  ,1267,136.7M,10.6B,21.3M,2021-6-19,1.9M,15.3K
charlidamelio  ,1267,136.7M,10.6B,23.4M,2021-6-19,2.6M,12.9K
charlidamelio  ,1267,136.7M,10.6B,21.8M,2021-6-19,2.2M,13.3K
charlidamelio  ,1267,136.7M,10.6B,18.1M,2021-6-19,1.7M,15.5K
charlidamelio  ,1267,136.7M,10.6B,19.4M,2021-6-18,2.1M,26.3K
charlidamelio  ,1267,136.7M,10.6B,23.3M,2021-6-18,2.6M,24.9K
charlidamelio  ,1267,136.7M,10.6B,23.9M,2021-6-17,2.7M,24.4K
charlidamelio  ,1267,136.7M,10.6B,27.6M,2021-6-17,3.5M,36.3K
charlidamelio  ,1267,136.7M,10.6B,22.9M,2021-6-17,2.3M,27.3K
charlidamelio  ,1267,136.7M,10.6B,67.8M,2021-6-17,8M,150.2K
charlidamelio  ,1267,136.7M,10.6B,21.9M,2021-6-17,2.2M,17.2K
charlidamelio  ,1267,136.7M,10.6B,32.4M,2021-6-17,4M,30.6K
charlidamelio  ,1267,136.7M,10.6B,16.8M,2021-6-17,1.5M,9542
charlidamelio  ,1267,136.7M,10.6B,21.2M,2021-6-17,2.2M,13.3K
charlidamelio  ,1267,136.7M,10.6B,16.8M,2021-6-17,2M,10.2K
charlidamelio  ,1267,136.7M,10.6B,15.8M,2021-6-17,1.8M,10.4K
charlidamelio  ,1267,136.7M,10.6B,18.1M,2021-6-17,2.1M,10.9K
charlidamelio  ,1267,136.7M,10.6B,14M,2021-6-17,1.6M,16.2K
charlidamelio  ,1267,136.7M,10.6B,14.5M,2021-6-17,1.6M,17.5K
charlidamelio  ,1267,136.7M,10.6B,26.8M,2021-6-16,3.3M,42.2K
charlidamelio  ,1267,136.7M,10.6B,19.2M,2021-6-16,2.4M,19.8K
charlidamelio  ,1267,136.7M,10.6B,30.5M,2021-6-14,4M,82.5K
charlidamelio  ,1267,136.7M,10.6B,42.2M,2021-6-14,5.5M,92.6K
charlidamelio  ,1267,136.7M,10.6B,24.8M,2021-6-13,3M,42.4K
charlidamelio  ,1267,136.7M,10.6B,24.4M,2021-6-11,2.8M,104.6K
charlidamelio  ,1267,136.7M,10.6B,52.4M,2021-6-8,2.8M,0
charlidamelio  ,1267,136.7M,10.6B,25.1M,2021-6-6,2.8M,73.6K
charlidamelio  ,1267,136.7M,10.6B,28.3M,2021-6-4,3.5M,78.8K
charlidamelio  ,1267,136.7M,10.6B,33M,2021-6-1,3.8M,103K
charlidamelio  ,1267,136.7M,10.6B,50.8M,2021-5-31,6.7M,110K
charlidamelio  ,1267,136.7M,10.6B,35.6M,2021-5-31,4.5M,34.2K
charlidamelio  ,1267,136.7M,10.6B,25.7M,2021-5-29,2.8M,53K
charlidamelio  ,1267,136.7M,10.6B,24.2M,2021-5-29,3M,62.2K
charlidamelio  ,1267,136.7M,10.6B,23.4M,2021-5-27,2.3M,47.7K
charlidamelio  ,1267,136.7M,10.6B,29.3M,2021-5-27,3.8M,39.5K
charlidamelio  ,1267,136.7M,10.6B,34.8M,2021-5-22,4.4M,143.3K
charlidamelio  ,1267,136.7M,10.6B,42.4M,2021-5-21,5.5M,108.4K
charlidamelio  ,1267,136.7M,10.6B,33.8M,2021-5-21,4.5M,77.5K
charlidamelio  ,1267,136.7M,10.6B,24.9M,2021-5-20,2.7M,29.7K
charlidamelio  ,1267,136.7M,10.6B,33.3M,2021-5-18,3.6M,104.4K
charlidamelio  ,1267,136.7M,10.6B,31.1M,2021-5-18,4M,60.5K
charlidamelio  ,1267,136.7M,10.6B,27.2M,2021-5-16,3.2M,57.4K
charlidamelio  ,1267,136.7M,10.6B,33.6M,2021-5-16,4.8M,60.2K
charlidamelio  ,1267,136.7M,10.6B,31.7M,2021-5-14,3.7M,62.2K
charlidamelio  ,1267,136.7M,10.6B,33.9M,2021-5-14,3.7M,36.7K
charlidamelio  ,1267,136.7M,10.6B,36.8M,2021-5-14,5.2M,40K
charlidamelio  ,1267,136.7M,10.6B,30.7M,2021-5-11,4M,93K
charlidamelio  ,1267,136.7M,10.6B,50.2M,2021-5-6,6.6M,181.2K
charlidamelio  ,1267,136.7M,10.6B,28.6M,2021-5-6,2.1M,32.9K
charlidamelio  ,1267,136.7M,10.6B,33.4M,2021-5-5,3.6M,54.3K
charlidamelio  ,1267,136.7M,10.6B,33.4M,2021-5-4,4.1M,87.4K
charlidamelio  ,1267,136.7M,10.6B,34.1M,2021-5-3,4.2M,132.8K
charlidamelio  ,1267,136.7M,10.6B,29.6M,2021-5-2,3.4M,77.6K
