Name,Date,Followers,Growth,Uploads
@daviddobrik,2020-04-13,"12,233,653","+15,953",
@daviddobrik,2020-04-12,"12,217,700","+156,739",+2
@daviddobrik,2020-04-04,"12,060,961","+73,334",
@daviddobrik,2020-03-30,"11,987,627","+32,020",
@daviddobrik,2020-03-28,"11,955,607","+11,292",
@daviddobrik,2020-03-27,"11,944,315","+19,439",+1
@daviddobrik,2020-03-26,"11,924,876","+13,517",
@daviddobrik,2020-03-25,"11,911,359",,
@daviddobrik,Total Summary,+38,,
@daviddobrik,2021-12-30,"2,160,723","+16,663",+18
@daviddobrik,2021-11-03,"2,144,060","+8,733",+12
@daviddobrik,2021-10-14,"2,135,327","+1,694",+25
@daviddobrik,2021-09-23,"2,133,633","+7,931",+14
@daviddobrik,2021-09-06,"2,125,702","+24,807",-1
@daviddobrik,2021-08-18,"2,100,895","+54,583",+3
@daviddobrik,2021-06-30,"2,046,312","+6,293",+4
@daviddobrik,2021-06-26,"2,040,019","+62,760",+18
@daviddobrik,2021-05-21,"1,977,259","+11,822",+5
@daviddobrik,2021-05-13,"1,965,437","+16,235",+2
@daviddobrik,2021-05-04,"1,949,202","+28,098",+6
@daviddobrik,2021-04-18,"1,921,104","+5,076",+2
@daviddobrik,2021-04-14,"1,916,028","+260,374",+57
@daviddobrik,2020-11-13,"1,655,654","+10,741",+1
@daviddobrik,2020-11-08,"1,644,913","+17,414",+3
@daviddobrik,2020-11-01,"1,627,499","+13,358",+3
@daviddobrik,2020-10-24,"1,614,141","+7,525",+2
@daviddobrik,2020-10-19,"1,606,616","+8,083",+1
@daviddobrik,2020-10-15,"1,598,533","+8,586",+1
@daviddobrik,2020-10-10,"1,589,947","+16,345",+4
@daviddobrik,2020-10-02,"1,573,602",,
@daviddobrik,Total Summary,+180,,
@cocoquinn3,2021-11-09,"4,508,776","+10,369",+2
@cocoquinn3,2021-10-31,"4,498,407","+50,663",+12
@cocoquinn3,2021-09-27,"4,447,744","+10,166",+3
@cocoquinn3,2021-09-22,"4,437,578","+205,575",-252
@cocoquinn3,2021-08-03,"4,232,003",,
@cocoquinn3,2021-07-25,"4,232,003","+67,869",+7
@cocoquinn3,2021-07-08,"4,164,134","+122,501",+3
@cocoquinn3,2021-06-22,"4,041,633","+145,030",-32
@cocoquinn3,2021-05-04,"3,896,603","+64,114",+7
@cocoquinn3,2021-04-18,"3,832,489","+20,452",+1
@cocoquinn3,2021-04-14,"3,812,037","+346,227",+56
@cocoquinn3,2020-11-13,"3,465,810","+3,216",+1
@cocoquinn3,2020-11-08,"3,462,594",+739,+1
@cocoquinn3,2020-11-04,"3,461,855","+1,513",+2
@cocoquinn3,2020-10-29,"3,460,342","+1,848",+1
@cocoquinn3,2020-10-25,"3,458,494","+3,855",+2
@cocoquinn3,2020-10-21,"3,454,639","+4,763",
@cocoquinn3,2020-10-17,"3,449,876","+2,856",+1
@cocoquinn3,2020-10-13,"3,447,020","+11,198",+1
@cocoquinn3,2020-10-07,"3,435,822","+34,025",+9
@cocoquinn3,2020-09-22,"3,401,797","+139,212",+27
@cocoquinn3,2020-08-07,"3,262,585","+79,107",+9
@cocoquinn3,2020-07-15,"3,183,478","+35,803",+6
@cocoquinn3,2020-07-02,"3,147,675","+12,840",+1
@cocoquinn3,2020-06-27,"3,134,835","+75,075",+14
@cocoquinn3,2020-06-01,"3,059,760",,
@cocoquinn3,Total Summary,-118,,
@gavinmagnus,2021-11-11,"2,364,924","+5,909",+8
@gavinmagnus,2021-10-10,"2,359,015","+6,210",+5
@gavinmagnus,2021-09-27,"2,352,805","+3,763",+7
@gavinmagnus,2021-09-13,"2,349,042","+43,209",-63
@gavinmagnus,2021-08-20,"2,305,833","+4,919",+3
@gavinmagnus,2021-08-12,"2,300,914","+16,945",-337
@gavinmagnus,2021-07-24,"2,283,969","+15,494",-56
@gavinmagnus,2021-07-11,"2,268,475","+28,923",-25
@gavinmagnus,2021-06-14,"2,239,552","+33,263",-237
@gavinmagnus,2021-05-05,"2,206,289","+25,394",+6
@gavinmagnus,2021-04-17,"2,180,895","+6,170",
@gavinmagnus,2021-04-13,"2,174,725","+228,696",+31
@gavinmagnus,2020-11-17,"1,946,029","+8,920",
@gavinmagnus,2020-11-12,"1,937,109","+13,057",-4
@gavinmagnus,2020-11-05,"1,924,052","+12,366",+2
@gavinmagnus,2020-10-31,"1,911,686","+8,919",+2
@gavinmagnus,2020-10-26,"1,902,767","+8,715",+1
@gavinmagnus,2020-10-22,"1,894,052","+10,847",+2
@gavinmagnus,2020-10-15,"1,883,205","+5,897",+2
@gavinmagnus,2020-10-11,"1,877,308","+6,367",+1
@gavinmagnus,2020-10-07,"1,870,941","+172,580",+25
@gavinmagnus,2020-07-31,"1,698,361","+132,919",+15
@gavinmagnus,2020-06-24,"1,565,442","+99,016",+8
@gavinmagnus,2020-05-31,"1,466,426","+19,397",+1
@gavinmagnus,2020-05-27,"1,447,029",,
@gavinmagnus,Total Summary,-603,,
